,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,CLASS
5265,4,13,4,2,1,8,1,10,1,13,1
5266,1,11,4,10,4,8,3,5,3,8,1
5267,1,10,4,5,4,12,3,1,4,13,0
5268,4,13,4,12,3,4,3,7,3,2,0
5269,1,10,2,12,3,2,3,8,2,11,0
5270,4,10,2,2,2,10,3,3,4,3,2
5271,1,10,4,11,1,3,3,11,1,8,1
5272,2,12,3,6,1,4,2,13,2,11,0
5273,3,6,4,7,2,3,4,8,4,12,0
5274,2,12,4,6,1,10,4,1,4,8,0
5275,4,6,4,12,4,3,4,11,4,1,5
5276,3,12,2,4,1,7,4,4,2,11,1
5277,2,5,2,6,2,11,3,10,2,10,1
5278,4,2,1,10,4,1,2,9,3,2,1
5279,2,12,4,10,1,9,3,4,2,11,0
5280,3,9,2,11,4,10,2,3,2,7,0
5281,1,6,3,11,3,13,4,2,2,3,0
5282,1,2,2,7,3,1,1,5,4,13,0
5283,2,6,1,12,1,6,4,13,1,4,1
5284,1,5,4,6,1,3,3,1,3,12,0
5285,4,4,2,9,3,8,2,4,2,10,1
5286,3,10,4,12,2,7,1,4,2,2,0
5287,2,9,4,2,3,12,1,10,1,1,0
5288,4,8,4,11,4,5,3,9,2,11,1
5289,1,13,1,6,2,9,4,1,2,1,1
5290,1,2,2,12,2,10,1,1,4,5,0
5291,2,9,3,6,2,4,2,7,2,8,0
5292,4,1,2,4,2,12,2,6,4,3,0
5293,4,3,3,11,4,4,3,2,1,12,0
5294,4,4,3,6,4,8,2,12,2,11,0
5295,1,4,2,5,2,4,2,10,3,1,1
5296,3,2,2,7,3,4,3,8,4,9,0
5297,2,9,3,11,2,8,1,9,4,10,1
5298,4,4,3,13,2,5,4,5,2,12,1
5299,2,1,1,8,1,5,1,13,4,6,0
5300,4,13,1,6,2,4,3,7,4,2,0
5301,1,7,3,11,2,4,3,7,3,6,1
5302,1,1,2,5,3,7,3,12,2,9,0
5303,1,12,4,3,3,3,2,13,1,9,1
5304,3,11,4,10,4,6,2,9,1,11,1
5305,3,11,3,1,2,12,1,13,4,3,0
5306,3,1,2,13,2,5,4,4,3,9,0
5307,2,1,1,7,2,9,1,3,4,11,0
5308,1,3,2,11,2,10,4,7,3,3,1
5309,3,13,1,13,3,3,2,8,4,4,1
5310,2,9,2,13,1,3,1,7,3,5,0
5311,4,3,3,3,3,11,3,8,1,2,1
5312,2,12,1,5,1,10,2,10,4,11,1
5313,3,6,1,9,4,9,1,1,2,1,2
5314,4,10,1,11,2,4,4,11,2,6,1
5315,1,8,2,11,2,10,3,1,3,7,0
5316,1,1,2,9,4,5,2,3,3,5,1
5317,3,9,3,4,4,6,3,3,2,8,0
5318,2,3,1,1,3,10,3,9,2,13,0
5319,4,10,1,7,3,13,2,8,1,6,0
5320,1,4,1,5,2,11,4,9,1,7,0
5321,1,12,4,3,2,5,4,11,1,6,0
5322,2,5,4,12,1,2,3,4,3,1,0
5323,3,13,1,8,1,7,3,1,2,1,1
5324,3,2,2,10,1,5,3,13,1,12,0
5325,3,4,3,3,4,12,1,13,2,6,0
5326,1,10,3,5,2,11,3,8,3,1,0
5327,3,2,1,10,2,1,1,5,4,6,0
5328,1,11,3,3,4,3,1,1,4,4,1
5329,2,6,2,9,1,6,1,12,3,3,1
5330,3,6,2,5,3,9,1,7,4,12,0
5331,3,4,1,4,2,1,2,3,1,9,1
5332,3,13,3,1,3,10,1,7,4,7,1
5333,1,6,4,6,2,2,2,7,4,9,1
5334,4,2,1,8,4,10,4,7,3,5,0
5335,3,7,4,3,4,1,4,4,4,2,0
5336,3,11,1,10,4,12,1,5,2,2,0
5337,4,7,1,7,1,11,3,9,3,5,1
5338,2,3,4,2,1,1,1,8,2,6,0
5339,4,4,3,1,1,6,4,10,4,8,0
5340,2,10,1,1,3,13,4,11,2,6,0
5341,3,11,2,6,2,9,2,8,3,13,0
5342,2,1,2,11,1,7,4,12,3,2,0
5343,1,9,3,11,4,10,1,5,2,5,1
5344,1,2,4,5,1,4,3,13,3,2,1
5345,1,3,4,1,4,2,1,9,3,7,0
5346,1,1,4,9,2,1,1,13,1,6,1
5347,1,3,1,13,4,12,2,7,3,8,0
5348,1,8,1,1,3,7,4,1,2,13,1
5349,1,1,4,5,4,4,2,4,2,11,1
5350,3,8,4,6,3,9,3,7,4,1,0
5351,3,8,4,4,1,3,4,12,2,5,0
5352,1,4,1,5,1,9,2,11,3,13,0
5353,1,12,2,3,2,13,4,6,1,4,0
5354,3,12,1,11,3,2,2,4,4,12,1
5355,3,8,2,6,4,12,2,8,1,3,1
5356,3,2,2,11,4,6,4,7,3,7,1
5357,1,9,2,10,3,13,2,7,4,3,0
5358,1,13,4,13,1,4,2,1,1,7,1
5359,1,11,3,12,2,11,1,1,2,6,1
5360,1,1,4,2,2,6,3,11,1,6,1
5361,2,3,3,12,1,8,4,2,4,5,0
5362,2,8,2,11,4,1,4,12,1,2,0
5363,3,5,3,2,4,5,4,6,4,7,1
5364,4,1,4,5,1,6,2,6,3,1,2
5365,2,5,3,5,3,11,1,11,2,8,2
5366,1,13,4,11,1,5,2,4,4,8,0
5367,2,5,2,9,2,13,3,5,3,2,1
5368,2,7,1,1,4,6,2,1,2,11,1
5369,4,6,4,3,2,7,2,12,3,2,0
5370,3,5,3,8,3,4,3,10,2,5,1
5371,1,13,2,1,4,13,4,7,4,11,1
5372,1,8,2,6,2,1,4,1,4,13,1
5373,1,13,4,5,4,13,1,5,2,1,2
5374,2,11,1,5,2,3,2,6,3,3,1
5375,2,8,1,5,4,7,1,7,4,3,1
5376,1,6,3,7,4,13,2,1,2,13,1
5377,3,9,1,7,3,4,3,12,1,13,0
5378,1,13,4,4,3,4,3,2,3,6,1
5379,2,7,1,5,3,5,2,9,1,11,1
5380,4,2,4,12,3,5,2,7,1,11,0
5381,1,3,4,12,2,12,1,11,3,12,3
5382,1,7,3,2,3,6,4,1,1,9,0
5383,3,4,1,4,1,7,4,2,2,12,1
5384,4,4,2,13,3,3,3,7,2,10,0
5385,1,7,1,4,3,5,2,6,3,13,0
5386,3,7,1,9,1,7,4,8,3,5,1
5387,1,7,2,5,4,2,3,2,3,11,1
5388,2,6,4,13,2,3,2,8,3,10,0
5389,1,4,1,3,1,7,1,5,2,2,0
5390,4,12,1,10,1,3,3,8,3,4,0
5391,2,11,4,11,1,8,4,3,2,2,1
5392,1,13,3,2,2,2,4,1,4,7,1
5393,1,9,1,11,1,6,2,9,3,6,2
5394,2,4,4,12,1,7,1,11,2,10,0
5395,2,8,3,5,1,4,2,4,1,1,1
5396,1,8,1,5,3,10,1,9,2,10,1
5397,4,7,4,3,4,13,1,5,3,3,1
5398,1,11,3,5,4,2,1,8,4,12,0
5399,2,9,3,11,4,4,2,12,2,5,0
5400,3,7,4,7,1,13,4,5,1,6,1
5401,3,12,2,10,3,11,1,4,3,13,0
5402,2,11,1,10,1,5,3,12,1,4,0
5403,4,9,2,10,4,7,3,3,3,8,0
5404,1,3,1,13,4,10,3,10,2,13,2
5405,2,3,1,2,2,8,2,9,4,5,0
5406,4,5,1,1,4,7,3,1,1,2,1
5407,2,13,4,13,4,7,3,12,3,6,1
5408,2,13,2,3,3,11,1,4,3,10,0
5409,1,1,3,12,1,12,1,10,3,11,1
5410,4,7,2,11,4,11,4,8,4,6,1
5411,1,1,2,13,4,12,3,8,2,8,1
5412,3,13,1,4,4,8,2,7,2,11,0
5413,4,4,1,3,4,2,2,8,4,11,0
5414,4,9,3,9,3,6,3,3,1,4,1
5415,4,4,3,10,4,3,2,6,4,11,0
5416,1,13,4,4,3,7,1,4,4,13,2
5417,2,2,2,9,1,6,2,6,3,7,1
5418,3,11,1,2,3,5,2,3,3,6,0
5419,4,9,1,11,2,8,3,7,2,1,0
5420,1,5,4,12,4,3,2,10,4,8,0
5421,3,11,2,9,1,13,1,1,4,6,0
5422,1,6,1,8,4,1,1,5,2,13,0
5423,4,6,2,9,4,9,4,10,3,7,1
5424,1,10,1,2,4,10,2,6,4,1,1
5425,1,12,1,8,2,2,3,5,2,7,0
5426,3,13,1,3,4,2,1,2,3,4,1
5427,3,11,1,9,1,12,2,6,4,5,0
5428,2,12,3,13,2,2,4,13,2,5,1
5429,4,2,4,1,4,4,2,11,2,2,1
5430,2,1,3,3,3,10,3,2,4,5,0
5431,1,7,1,11,2,9,1,3,1,10,0
5432,2,9,1,9,1,13,4,13,1,12,2
5433,1,2,3,10,2,9,4,8,1,5,0
5434,1,11,3,7,1,1,1,2,3,3,0
5435,4,6,1,13,3,6,4,2,3,3,1
5436,2,12,4,5,2,13,4,2,1,2,1
5437,4,2,3,6,4,5,3,12,2,3,0
5438,1,4,3,4,1,12,3,12,3,10,2
5439,3,5,1,13,4,6,4,3,3,8,0
5440,1,1,3,8,1,9,2,12,3,3,0
5441,1,8,4,1,2,1,1,9,3,8,2
5442,2,11,2,12,3,10,4,4,4,12,1
5443,3,3,4,13,4,3,2,7,3,4,1
5444,2,9,2,10,1,12,3,5,4,12,1
5445,2,2,2,11,4,12,3,9,1,11,1
5446,4,13,3,10,1,2,3,9,1,8,0
5447,3,13,1,1,2,12,1,10,4,6,0
5448,2,3,2,7,3,4,2,11,2,13,0
5449,2,10,2,5,1,8,4,2,1,5,1
5450,4,12,1,6,1,9,4,11,4,8,0
5451,2,7,1,9,3,5,3,11,4,9,1
5452,2,6,4,3,2,13,4,10,4,12,0
5453,2,8,4,8,3,3,2,11,1,12,1
5454,1,12,2,11,3,2,3,12,3,7,1
5455,1,8,1,13,4,3,3,2,1,5,0
5456,1,11,3,3,4,11,4,4,4,13,1
5457,1,11,3,12,2,11,4,8,3,11,3
5458,2,6,4,8,1,11,1,7,4,6,1
5459,4,10,2,8,2,4,4,8,3,7,1
5460,4,8,3,6,3,10,1,3,1,5,0
5461,4,11,4,12,4,4,2,5,4,8,0
5462,3,13,1,2,3,4,2,9,4,2,1
5463,4,4,4,12,1,11,3,2,2,3,0
5464,3,11,1,11,1,7,4,13,1,10,1
5465,3,13,4,11,2,9,2,6,2,13,1
5466,2,12,2,8,2,6,3,12,3,6,2
5467,4,2,4,5,4,4,3,10,2,11,0
5468,2,3,4,1,2,11,3,13,4,2,0
5469,2,9,3,3,4,3,1,9,1,2,2
5470,3,4,3,9,3,12,4,11,2,12,1
5471,4,13,1,9,4,9,4,7,2,2,1
5472,3,3,2,2,3,9,4,7,4,13,0
5473,2,11,2,1,4,9,1,10,2,13,0
5474,4,1,3,8,3,2,1,5,2,9,0
5475,1,10,1,8,3,8,2,2,1,7,1
5476,3,10,3,5,1,13,2,8,3,3,0
5477,2,3,4,4,2,4,1,11,1,2,1
5478,1,6,3,3,1,4,3,1,2,3,1
5479,4,2,4,7,3,11,2,3,4,10,0
5480,1,1,2,9,4,1,3,6,3,4,1
5481,3,11,3,12,2,11,3,6,3,3,1
5482,3,8,4,8,3,7,3,13,2,3,1
5483,3,2,2,8,4,11,1,3,1,2,1
5484,2,4,1,12,2,1,2,9,3,6,0
5485,2,5,1,1,3,1,1,10,2,8,1
5486,3,7,2,9,4,2,3,1,1,7,1
5487,1,12,4,11,1,10,3,8,4,7,0
5488,3,9,1,8,2,1,4,1,2,2,1
5489,1,12,4,4,2,1,4,13,1,4,1
5490,1,5,4,7,3,2,3,6,2,3,0
5491,1,8,2,5,2,11,1,13,1,1,0
5492,1,4,1,1,2,6,1,9,2,11,0
5493,1,11,1,9,1,4,2,1,1,7,0
5494,4,3,4,5,1,13,3,9,2,5,1
5495,1,3,3,11,3,8,1,2,4,8,1
5496,3,1,1,11,3,3,1,13,4,11,1
5497,1,8,3,1,2,6,1,3,4,2,0
5498,1,8,1,3,4,2,2,5,4,8,1
5499,4,13,2,11,1,10,4,3,2,7,0
5500,4,13,4,10,1,6,4,7,4,4,0
5501,4,8,1,1,4,3,1,10,3,6,0
5502,3,4,4,10,4,1,2,1,4,2,1
5503,1,9,3,9,4,3,2,8,3,8,2
5504,1,1,4,4,3,11,4,9,3,2,0
5505,3,13,1,3,1,6,4,10,3,7,0
5506,4,9,1,2,4,7,1,3,3,12,0
5507,4,5,3,3,4,9,1,6,3,10,0
5508,4,13,3,3,2,1,1,2,1,3,1
5509,3,9,1,2,2,6,4,6,2,4,1
5510,4,3,4,7,1,1,2,6,3,10,0
5511,3,4,3,9,3,13,4,3,3,5,0
5512,2,8,1,5,1,1,3,4,3,6,0
5513,3,7,1,7,3,1,4,9,2,1,2
5514,2,3,1,1,2,10,4,7,2,4,0
5515,1,2,1,9,1,7,2,3,1,11,0
5516,3,8,2,11,4,3,4,11,2,8,2
5517,3,10,3,7,3,13,2,8,3,4,0
5518,2,8,4,13,4,9,3,1,2,11,0
5519,1,5,4,1,4,10,4,13,4,11,0
5520,1,1,4,8,1,2,3,13,4,3,0
5521,4,2,1,5,4,6,2,11,4,3,0
5522,1,9,3,6,2,4,4,7,3,13,0
5523,1,3,1,5,2,10,4,6,3,8,0
5524,1,10,3,5,2,12,3,13,1,11,0
5525,2,3,2,10,3,2,1,7,4,13,0
5526,2,7,2,12,3,2,1,8,2,10,0
5527,3,2,2,11,3,3,2,4,3,8,0
5528,4,8,2,2,2,5,2,6,1,2,1
5529,1,2,2,5,2,11,2,8,3,7,0
5530,2,9,2,2,2,4,4,3,4,6,0
5531,3,3,2,4,1,10,4,3,2,6,1
5532,2,12,4,4,3,4,2,2,3,3,1
5533,4,3,3,2,3,7,4,5,1,8,0
5534,1,3,3,7,4,6,3,4,1,1,0
5535,3,12,1,7,2,9,2,12,3,4,1
5536,2,2,3,10,1,11,2,3,1,10,1
5537,2,1,3,8,2,2,1,1,2,10,1
5538,2,1,3,11,3,4,2,2,1,8,0
5539,1,1,4,6,4,13,1,8,1,3,0
5540,2,2,3,9,2,13,2,3,1,13,1
5541,1,3,2,6,3,11,4,7,2,7,1
5542,2,7,4,13,1,12,3,3,4,8,0
5543,4,8,2,2,4,12,2,1,4,10,0
5544,2,13,3,2,2,4,2,9,1,11,0
5545,1,11,4,12,2,3,3,8,2,4,0
5546,3,13,2,2,2,4,4,12,1,10,0
5547,1,11,3,9,2,13,1,9,4,11,2
5548,3,5,1,6,3,4,2,13,1,12,0
5549,2,12,4,11,1,3,1,4,3,13,0
5550,2,12,3,13,2,13,3,2,1,13,3
5551,4,10,2,3,1,13,1,9,4,12,0
5552,3,9,3,10,3,12,3,7,2,5,0
5553,4,6,1,2,1,7,1,1,1,8,0
5554,1,8,3,13,3,9,4,4,4,5,0
5555,1,1,4,3,1,7,3,4,2,6,0
5556,4,12,2,6,1,9,4,10,2,3,0
5557,4,4,1,5,2,9,3,9,1,4,2
5558,1,10,1,1,1,13,3,3,1,8,0
5559,1,6,4,13,1,2,1,7,4,9,0
5560,4,9,2,13,3,11,1,1,2,12,0
5561,3,3,1,10,3,4,4,12,3,2,0
5562,3,12,4,13,3,4,2,10,3,7,0
5563,1,3,3,13,1,13,3,7,3,6,1
5564,1,13,1,8,3,11,3,4,1,6,0
5565,3,7,4,9,1,8,3,10,1,7,1
5566,4,3,3,9,2,8,3,8,1,3,2
5567,2,9,2,13,2,1,1,1,2,8,1
5568,2,6,2,2,1,12,4,10,2,13,0
5569,3,7,2,9,3,11,1,7,4,12,1
5570,2,12,4,11,4,12,4,8,3,8,2
5571,4,10,3,11,1,9,3,13,1,2,0
5572,1,4,3,11,4,4,3,5,1,8,1
5573,1,3,1,12,1,10,1,7,4,8,0
5574,4,10,4,5,1,4,1,11,3,9,0
5575,3,9,1,10,2,6,2,5,3,11,0
5576,2,8,3,9,1,3,3,3,4,4,1
5577,3,13,2,10,3,5,4,9,3,12,0
5578,1,3,3,8,3,13,1,7,1,5,0
5579,1,4,1,13,2,13,4,10,1,12,1
5580,4,7,1,7,4,5,3,1,4,1,2
5581,3,6,2,6,2,11,2,7,4,13,1
5582,2,12,4,10,4,8,2,2,3,1,0
5583,1,8,4,3,4,4,2,12,1,6,0
5584,1,5,2,6,1,6,3,1,2,4,1
5585,3,13,4,7,3,3,2,4,1,8,0
5586,4,2,1,8,2,2,3,12,4,10,1
5587,1,3,3,8,1,13,2,11,1,7,0
5588,3,11,4,6,1,12,3,3,3,6,1
5589,2,6,4,2,1,8,4,10,2,1,0
5590,3,9,2,2,1,12,2,10,4,8,0
5591,4,3,2,11,4,4,3,10,4,6,0
5592,3,10,3,13,1,5,1,10,4,7,1
5593,2,1,3,10,2,3,2,7,1,7,1
5594,4,4,1,11,4,3,1,6,2,2,0
5595,4,5,4,12,3,8,3,4,3,3,0
5596,2,3,1,9,1,4,1,3,4,4,2
5597,4,1,1,12,2,8,4,9,2,13,0
5598,2,6,3,10,1,1,2,1,1,2,1
5599,1,10,1,13,1,12,4,4,2,3,0
5600,1,11,4,8,1,10,4,7,2,11,1
5601,4,8,3,1,1,10,1,1,2,11,1
5602,2,13,1,13,1,1,2,12,1,7,1
5603,2,11,4,3,3,5,3,10,4,4,0
5604,2,6,4,4,4,11,1,5,3,4,1
5605,1,9,2,9,3,13,4,13,1,1,2
5606,2,6,1,6,4,11,2,9,1,2,1
5607,1,1,2,7,1,12,1,13,1,9,0
5608,1,13,2,8,4,1,2,10,1,9,0
5609,1,2,2,12,4,1,4,3,3,2,1
5610,3,8,1,10,3,6,4,1,4,5,0
5611,1,12,1,9,2,6,4,12,1,1,1
5612,4,2,4,12,3,7,1,8,4,6,0
5613,4,13,3,4,1,2,2,4,4,10,1
5614,4,7,2,12,3,12,3,2,2,8,1
5615,1,11,4,11,3,6,1,3,2,6,2
5616,4,3,3,7,1,12,2,5,2,10,0
5617,1,10,3,8,2,8,1,8,1,1,3
5618,1,9,4,7,2,4,2,3,2,2,0
5619,4,6,4,4,2,8,4,7,1,7,1
5620,1,8,4,10,2,2,1,2,1,6,1
5621,2,5,2,9,1,12,3,5,4,9,2
5622,1,7,4,1,2,13,2,5,2,7,1
5623,4,1,3,7,4,6,2,3,1,4,0
5624,2,5,4,6,1,13,4,7,1,12,0
5625,1,6,1,7,4,6,1,12,4,2,1
5626,3,13,1,5,3,8,4,9,2,11,0
5627,4,8,2,9,3,10,2,2,4,7,0
5628,1,11,2,12,1,10,3,12,4,11,2
5629,2,13,4,3,3,4,1,6,2,11,0
5630,1,5,4,6,1,9,4,11,2,1,0
5631,1,7,2,6,2,13,2,4,4,9,0
5632,4,6,3,10,4,1,2,7,3,12,0
5633,3,1,4,5,1,12,2,7,4,6,0
5634,3,2,1,8,1,9,4,2,1,3,1
5635,1,4,4,6,2,5,4,11,3,4,1
5636,3,12,3,6,2,8,3,1,2,13,0
5637,4,3,4,11,2,11,2,6,2,1,1
5638,2,3,4,13,1,13,1,5,2,6,1
5639,1,7,2,4,2,1,1,1,2,11,1
5640,1,10,3,2,2,4,3,10,3,9,1
5641,1,13,4,3,4,6,2,8,3,3,1
5642,1,8,1,11,2,10,4,2,1,4,0
5643,1,1,4,7,2,1,4,12,2,10,1
5644,1,8,2,9,4,4,1,11,2,6,0
5645,2,4,3,6,1,5,2,2,3,7,0
5646,4,7,4,10,3,1,4,1,3,4,1
5647,4,1,1,5,1,9,4,2,1,12,0
5648,2,5,1,10,2,10,3,3,1,5,2
5649,2,5,1,8,2,10,1,12,3,8,1
5650,3,9,1,5,2,13,3,6,4,5,1
5651,3,13,3,6,1,9,2,13,3,10,1
5652,3,7,4,8,3,8,2,10,3,10,2
5653,1,7,1,9,2,9,4,1,3,12,1
5654,3,5,2,13,4,9,3,12,3,3,0
5655,2,5,4,2,3,7,4,10,4,12,0
5656,1,3,3,6,1,10,2,4,2,2,0
5657,3,1,3,9,1,4,1,6,4,4,1
5658,4,1,1,1,2,5,2,10,4,5,2
5659,4,4,2,8,2,11,3,3,1,10,0
5660,1,2,1,4,2,1,1,12,4,8,0
5661,1,2,2,2,1,4,3,1,4,6,1
5662,1,5,1,4,2,11,2,4,2,13,1
5663,2,11,2,6,3,11,4,5,3,13,1
5664,2,6,4,4,4,8,4,2,2,11,0
5665,2,3,1,6,1,1,1,3,1,8,1
5666,1,5,2,11,2,7,1,9,4,6,0
5667,4,11,3,6,2,8,4,5,3,11,1
5668,1,12,1,5,2,13,2,4,4,11,0
5669,1,13,1,11,3,11,3,13,3,6,2
5670,1,11,2,12,2,13,1,9,1,10,4
5671,2,11,1,3,3,8,3,4,1,8,1
5672,2,8,3,13,4,6,1,3,1,10,0
5673,4,11,4,10,3,2,4,9,3,1,0
5674,3,2,1,4,1,7,2,11,2,3,0
5675,2,6,3,11,2,3,4,10,4,2,0
5676,2,2,3,10,4,9,1,6,1,3,0
5677,2,3,3,10,1,2,1,10,2,9,1
5678,3,2,2,13,4,7,3,1,4,2,1
5679,3,8,4,11,2,1,2,3,4,10,0
5680,2,1,3,3,1,13,2,13,1,11,1
5681,4,1,4,12,1,5,2,4,4,6,0
5682,4,8,1,7,1,4,1,10,2,6,0
5683,3,13,1,13,4,12,1,12,2,1,2
5684,4,13,2,10,3,4,3,3,2,6,0
5685,4,12,2,13,2,11,1,9,4,6,0
5686,4,9,2,2,2,12,4,7,3,12,1
5687,1,1,3,12,4,10,2,3,3,3,1
5688,1,1,3,7,1,10,4,5,1,5,1
5689,1,11,1,10,3,3,4,2,2,9,0
5690,2,13,2,10,3,8,3,5,3,7,0
5691,4,9,2,5,1,1,2,12,2,9,1
5692,2,8,2,5,1,9,4,3,1,1,0
5693,3,1,3,3,2,3,3,13,3,10,1
5694,2,1,4,9,2,11,3,12,3,4,0
5695,3,5,2,5,4,11,2,9,4,3,1
5696,4,2,1,12,4,5,3,7,2,2,1
5697,3,2,4,2,2,3,3,13,4,13,2
5698,4,9,1,2,1,11,2,3,3,8,0
5699,4,9,4,7,3,10,4,10,3,13,1
5700,3,1,3,9,1,9,3,2,4,7,1
5701,3,11,4,1,4,4,4,12,2,6,0
5702,2,2,1,6,1,4,2,12,3,2,1
5703,3,3,1,9,4,7,3,1,3,11,0
5704,1,5,3,9,4,6,3,2,1,8,0
5705,1,7,1,13,1,12,3,6,2,1,0
5706,4,13,2,8,1,13,2,10,3,8,2
5707,4,6,1,4,3,2,1,6,3,3,1
5708,1,5,2,9,2,4,1,3,4,8,0
5709,2,12,2,7,3,1,3,3,1,5,0
5710,3,5,1,6,2,8,1,9,1,5,1
5711,4,5,4,8,1,12,1,5,2,11,1
5712,1,9,1,10,3,7,4,5,2,1,0
5713,2,9,2,13,3,6,2,3,3,3,1
5714,4,3,2,11,4,5,4,6,2,3,1
5715,2,13,1,3,1,9,2,4,2,11,0
5716,3,8,3,7,4,12,4,2,1,12,1
5717,1,3,1,10,2,12,1,6,4,7,0
5718,3,11,3,1,1,9,1,5,2,9,1
5719,2,8,3,13,1,2,4,8,3,1,1
5720,2,10,3,1,4,3,4,12,2,4,0
5721,2,8,2,9,2,6,4,7,3,12,0
5722,4,2,1,3,4,5,4,4,4,11,0
5723,1,6,3,11,2,3,2,12,3,3,1
5724,2,10,1,10,4,2,2,11,3,13,1
5725,4,10,4,3,1,4,1,7,3,1,0
5726,2,2,3,5,4,5,3,3,4,7,1
5727,1,3,4,8,3,11,4,10,4,3,1
5728,2,1,4,6,1,6,3,7,2,9,1
5729,4,7,1,6,3,8,2,8,2,2,1
5730,1,6,4,12,3,8,2,3,2,6,1
5731,2,10,2,13,1,2,1,3,3,1,0
5732,3,11,1,5,2,7,4,10,2,5,1
5733,2,5,3,1,2,8,3,10,2,2,0
5734,3,3,1,8,3,5,3,2,2,8,1
5735,1,7,4,2,4,9,2,3,1,4,0
5736,3,2,4,2,1,2,1,13,2,13,6
5737,1,10,3,11,4,7,3,3,1,7,1
5738,1,4,4,9,4,7,4,2,1,8,0
5739,4,4,2,9,4,2,1,2,2,3,1
5740,4,12,3,6,1,11,4,1,4,2,0
5741,2,3,3,3,1,9,2,5,4,13,1
5742,3,8,1,12,4,1,4,11,4,7,0
5743,2,12,4,1,3,11,2,7,1,13,0
5744,3,10,2,10,3,9,2,3,1,5,1
5745,3,8,4,6,3,11,1,2,2,2,1
5746,3,3,4,1,1,4,4,13,1,7,0
5747,2,2,2,5,4,12,1,10,1,2,1
5748,2,13,1,2,3,5,1,9,2,3,0
5749,2,9,1,11,3,2,2,1,3,11,1
5750,2,5,2,1,1,4,2,13,2,10,0
5751,2,3,4,1,3,3,1,4,1,9,1
5752,3,7,3,9,4,10,2,9,2,4,1
5753,3,10,4,2,2,9,1,10,4,4,1
5754,4,2,3,7,3,12,4,10,3,11,0
5755,1,1,4,8,1,10,2,1,4,3,1
5756,4,4,4,3,3,5,3,12,2,11,0
5757,1,12,3,5,1,6,2,9,2,4,0
5758,3,8,4,9,1,13,1,4,4,3,0
5759,3,5,1,7,4,6,4,13,1,9,0
5760,4,9,2,13,3,1,3,4,3,3,0
5761,2,8,1,9,1,5,4,6,3,6,1
5762,1,1,3,1,2,6,3,12,3,10,1
5763,3,9,1,12,1,4,2,5,3,10,0
5764,2,13,3,6,3,10,4,8,2,8,1
5765,1,8,3,6,1,11,4,4,3,3,0
5766,4,2,2,12,3,3,1,7,2,9,0
5767,1,3,3,1,1,7,1,6,4,9,0
5768,4,12,2,13,2,5,2,6,3,13,1
5769,4,8,1,12,1,9,1,5,4,2,0
5770,3,2,2,13,3,6,1,4,3,4,1
5771,1,8,2,2,4,8,3,4,4,5,1
5772,4,5,3,13,2,13,3,8,3,10,1
5773,1,10,2,3,1,1,1,6,3,11,0
5774,1,3,1,6,3,7,1,9,4,7,1
5775,4,4,4,11,3,13,1,12,3,2,0
5776,2,12,3,6,4,7,4,8,2,1,0
5777,2,1,4,13,4,7,2,6,3,12,0
5778,3,9,4,4,3,8,2,4,4,3,1
5779,1,4,2,11,3,5,3,10,4,12,0
5780,4,12,3,1,4,6,2,8,3,6,1
5781,1,5,4,10,4,12,4,9,3,8,0
5782,4,13,2,2,1,11,1,3,4,3,1
5783,3,10,1,9,3,4,4,9,2,11,1
5784,4,6,2,12,3,10,1,1,4,2,0
5785,1,4,3,5,1,13,2,13,3,6,1
5786,4,8,1,9,3,11,1,3,3,7,0
5787,4,5,2,10,2,7,3,12,3,3,0
5788,3,13,4,6,1,1,4,12,3,11,0
5789,1,11,3,5,2,10,4,7,2,5,1
5790,3,4,2,10,2,8,2,6,1,10,1
5791,1,3,3,11,3,8,4,13,4,4,0
5792,4,11,4,7,1,7,2,11,4,13,2
5793,3,4,4,1,2,11,4,13,2,10,0
5794,1,12,4,13,2,7,2,11,1,7,1
5795,2,7,1,2,2,11,1,11,2,5,1
5796,1,5,4,4,2,13,2,12,1,13,1
5797,1,4,3,2,1,7,4,12,3,10,0
5798,3,2,3,11,3,4,3,9,1,13,0
5799,2,6,3,1,1,13,4,7,3,4,0
5800,3,13,1,10,1,5,2,6,4,8,0
5801,2,12,2,11,2,9,3,2,3,6,0
5802,2,11,1,11,3,1,1,8,2,13,1
5803,2,9,1,5,3,5,4,3,1,6,1
5804,1,11,3,9,4,11,4,6,3,5,1
5805,2,8,4,13,1,2,4,9,1,11,0
5806,4,10,3,1,3,10,4,2,4,8,1
5807,2,4,2,9,4,9,2,10,1,10,2
5808,1,12,4,4,4,11,3,4,4,5,1
5809,2,9,3,6,1,13,1,12,2,7,0
5810,4,8,3,4,4,12,4,11,2,1,0
5811,2,13,4,5,1,2,4,2,2,5,2
5812,1,3,2,10,1,10,4,11,2,8,1
5813,4,9,4,8,2,2,1,2,3,6,1
5814,3,7,4,10,3,11,4,4,1,2,0
5815,3,8,4,7,3,1,1,13,1,6,0
5816,2,10,2,1,3,2,4,1,4,11,1
5817,4,11,4,3,4,7,2,13,4,5,0
5818,4,7,4,1,3,6,4,5,1,5,1
5819,3,2,4,7,3,6,1,11,2,2,1
5820,4,11,2,6,1,4,1,2,1,1,0
5821,3,7,4,6,1,9,2,8,2,7,1
5822,1,4,2,6,1,3,3,6,1,9,1
