age,job,marital,education,default,balance,housing-loan,personal-loan,current-campaign,previous-campaign,subscribed
26,blue-collar,married,secondary,no,245,yes,no,11,0,no
54,blue-collar,married,unknown,no,191,no,no,2,0,no
70,retired,married,secondary,no,2815,no,no,2,1,no
29,self-employed,single,secondary,no,3672,yes,yes,1,0,no
50,services,married,secondary,no,1572,yes,no,1,0,no
60,unemployed,divorced,secondary,no,385,yes,no,1,0,no
32,technician,single,secondary,no,29,no,no,2,0,no
32,technician,married,secondary,no,84,no,yes,3,0,no
34,self-employed,single,tertiary,no,876,yes,no,2,0,no
48,services,single,primary,no,1499,yes,no,7,0,no
25,student,married,tertiary,no,0,yes,no,1,0,no
32,management,married,secondary,no,6217,yes,yes,2,2,no
32,blue-collar,married,primary,no,329,yes,no,1,0,no
47,admin.,divorced,secondary,no,162,yes,no,4,0,no
32,technician,married,unknown,no,14533,no,no,3,2,no
49,management,single,tertiary,no,151,yes,no,3,0,yes
53,services,married,secondary,no,-2,yes,yes,2,0,no
41,blue-collar,single,unknown,no,4684,no,no,6,0,no
47,management,divorced,tertiary,no,1149,no,yes,2,0,no
35,blue-collar,married,primary,no,11,yes,no,4,0,no
33,management,single,secondary,no,8004,no,no,3,0,no
49,blue-collar,married,primary,no,1019,yes,no,5,0,no
46,management,divorced,tertiary,no,1297,no,no,3,0,yes
29,management,divorced,tertiary,no,415,yes,yes,4,0,no
58,self-employed,married,primary,no,671,yes,no,3,0,no
40,admin.,single,secondary,no,2378,yes,no,1,0,no
34,management,married,tertiary,no,417,yes,no,1,0,no
60,retired,married,primary,no,71,no,no,3,0,no
43,management,married,tertiary,no,1188,no,no,2,0,no
50,blue-collar,married,primary,no,8139,yes,no,6,0,no
33,blue-collar,married,secondary,no,249,yes,no,4,0,no
37,blue-collar,married,primary,no,689,yes,no,2,0,no
55,self-employed,married,secondary,no,203,yes,no,5,12,no
45,blue-collar,single,primary,yes,-183,no,yes,4,0,no
47,blue-collar,married,primary,no,3451,no,yes,2,0,no
58,technician,married,secondary,no,116,no,no,3,0,no
36,services,married,secondary,no,1746,yes,no,1,1,no
55,technician,married,secondary,no,0,yes,no,2,0,no
31,blue-collar,married,secondary,no,897,yes,no,2,0,no
38,technician,married,secondary,no,821,yes,yes,2,1,no
42,blue-collar,married,secondary,no,130,yes,no,1,0,no
32,management,divorced,tertiary,no,1,yes,no,4,0,no
39,blue-collar,married,secondary,no,8,no,no,3,0,no
41,technician,married,secondary,no,55,yes,no,4,0,no
59,blue-collar,married,primary,no,699,no,no,1,6,no
42,unemployed,divorced,secondary,no,759,no,no,1,3,no
33,blue-collar,married,secondary,no,687,yes,no,2,1,no
53,retired,married,secondary,no,4968,no,no,1,2,no
43,blue-collar,married,primary,no,1211,yes,no,3,0,no
39,self-employed,single,tertiary,no,426,no,no,1,0,yes
27,entrepreneur,single,secondary,no,376,yes,yes,1,0,no
39,management,married,tertiary,no,12,yes,no,1,0,no
27,blue-collar,single,secondary,no,23,no,no,2,0,no
33,admin.,married,secondary,no,353,yes,no,2,0,no
29,services,divorced,secondary,no,330,yes,no,2,0,no
33,management,divorced,tertiary,no,0,no,no,2,0,no
41,entrepreneur,married,secondary,no,353,no,no,2,0,no
38,technician,single,tertiary,no,2273,yes,no,1,0,no
30,management,married,tertiary,no,0,yes,no,1,0,no
58,unemployed,married,tertiary,no,744,no,no,1,0,no
37,services,single,secondary,no,608,no,no,3,0,no
36,admin.,divorced,secondary,no,356,yes,no,3,1,no
45,blue-collar,married,primary,no,1291,yes,no,17,0,no
23,technician,single,secondary,no,-306,yes,no,2,0,no
53,blue-collar,married,primary,no,306,no,no,3,1,yes
44,blue-collar,married,primary,no,-312,yes,no,3,0,no
32,technician,single,secondary,no,493,no,no,2,0,no
32,management,married,tertiary,no,71,yes,no,8,0,no
38,admin.,married,tertiary,no,669,yes,yes,2,0,no
47,blue-collar,married,primary,no,556,yes,no,2,4,no
34,services,single,secondary,no,84,yes,no,1,0,no
52,services,married,secondary,no,108,yes,no,12,0,no
45,admin.,single,secondary,no,-11,yes,no,1,0,no
50,blue-collar,married,primary,no,1164,yes,no,2,0,no
52,blue-collar,divorced,primary,no,-191,yes,no,1,0,yes
37,blue-collar,married,secondary,no,132,no,no,2,0,no
51,blue-collar,married,secondary,no,2237,yes,no,1,0,no
32,management,married,tertiary,no,4761,yes,no,2,2,no
33,blue-collar,married,secondary,no,-346,yes,yes,3,0,no
28,unemployed,married,secondary,no,655,yes,no,2,0,no
66,management,married,tertiary,no,1048,yes,no,2,0,no
31,services,single,secondary,no,0,yes,no,2,0,no
35,blue-collar,married,primary,no,624,yes,no,1,0,no
47,services,single,unknown,no,1784,no,no,2,0,yes
36,admin.,single,secondary,no,1281,no,no,2,0,no
32,technician,single,tertiary,no,569,no,yes,1,0,no
34,blue-collar,married,primary,no,1666,yes,no,1,0,no
40,admin.,married,secondary,no,168,yes,no,2,1,no
33,self-employed,married,tertiary,no,263,no,no,2,0,no
39,blue-collar,married,secondary,no,-405,yes,no,1,0,no
38,self-employed,married,secondary,no,279,yes,no,5,0,no
32,technician,single,secondary,no,0,no,no,4,0,yes
65,unknown,married,unknown,no,300,no,no,1,0,no
34,unemployed,single,tertiary,no,415,no,no,1,0,no
34,admin.,single,primary,no,0,yes,yes,4,0,no
42,blue-collar,single,primary,no,1322,yes,yes,1,0,no
31,services,married,secondary,no,1062,yes,yes,1,0,no
47,technician,married,secondary,no,302,yes,no,3,0,no
44,technician,divorced,secondary,no,809,yes,no,4,0,no
38,housemaid,married,secondary,no,-278,yes,no,2,0,no
28,management,single,tertiary,no,3238,yes,no,1,0,no
46,admin.,single,secondary,no,751,yes,no,2,0,no
51,blue-collar,divorced,primary,no,-28,no,yes,2,0,no
42,management,divorced,tertiary,no,0,no,no,2,0,no
37,technician,single,secondary,no,2442,no,no,3,0,yes
58,unemployed,married,tertiary,no,1798,yes,no,8,0,no
43,admin.,married,secondary,no,132,no,no,1,3,yes
36,management,single,tertiary,no,260,yes,no,1,0,no
34,blue-collar,married,secondary,no,7,yes,yes,2,2,no
31,management,single,tertiary,no,3283,no,no,1,1,yes
49,technician,married,unknown,no,323,yes,no,2,0,no
54,management,married,tertiary,no,2960,yes,no,1,0,no
29,unemployed,single,secondary,no,486,no,no,1,0,no
51,retired,divorced,secondary,no,343,yes,no,2,0,no
40,unemployed,divorced,secondary,no,507,yes,no,1,7,no
35,management,single,tertiary,no,5958,yes,no,1,0,yes
25,student,single,secondary,no,304,no,no,2,0,yes
32,blue-collar,single,secondary,no,118,yes,no,1,0,yes
30,self-employed,married,secondary,no,123,no,yes,1,5,no
38,management,married,tertiary,no,76,yes,no,3,0,no
46,admin.,married,secondary,no,70,yes,no,2,0,yes
43,unemployed,married,primary,no,960,yes,yes,2,0,no
32,technician,single,tertiary,no,2185,no,no,2,0,no
29,blue-collar,single,secondary,no,309,yes,no,3,0,no
56,blue-collar,married,secondary,no,2190,no,yes,2,1,no
57,technician,married,primary,no,0,no,no,8,0,no
38,admin.,married,secondary,no,3732,yes,no,2,0,no
51,technician,married,primary,no,1550,no,no,5,0,no
35,admin.,single,tertiary,no,62,no,yes,1,0,no
37,blue-collar,married,primary,no,704,no,no,7,0,no
48,management,married,secondary,no,4415,yes,no,3,7,yes
30,blue-collar,single,secondary,yes,4,yes,no,3,0,no
60,retired,married,secondary,no,262,no,no,4,0,no
56,management,married,secondary,no,238,yes,no,1,0,no
45,blue-collar,married,primary,no,97,yes,no,3,0,no
38,technician,divorced,secondary,no,410,no,no,6,0,no
20,student,single,secondary,no,1191,no,no,1,0,no
59,retired,married,primary,no,-47,yes,no,4,0,no
34,technician,married,tertiary,no,197,no,no,3,0,yes
36,blue-collar,married,unknown,no,6,no,no,7,0,no
53,admin.,single,secondary,no,2398,yes,no,1,2,yes
51,management,married,tertiary,no,630,yes,no,1,0,no
58,retired,married,secondary,no,235,no,no,4,0,no
48,management,married,primary,no,1910,yes,no,2,0,no
56,management,married,tertiary,no,3172,yes,no,1,0,no
51,blue-collar,married,primary,no,872,no,no,2,0,no
35,blue-collar,married,secondary,no,407,yes,no,6,0,no
40,admin.,single,secondary,no,100,yes,no,1,1,yes
59,housemaid,married,secondary,no,345,no,no,1,0,no
44,management,divorced,tertiary,no,2058,no,yes,1,0,no
49,housemaid,married,primary,no,889,no,no,1,0,yes
35,admin.,married,tertiary,no,0,yes,no,7,0,no
41,management,married,tertiary,no,51,no,no,8,0,no
55,retired,married,primary,no,150,no,no,1,0,no
51,self-employed,married,secondary,yes,34,no,yes,1,0,no
27,services,single,secondary,no,795,no,no,3,0,no
57,blue-collar,married,primary,no,282,no,yes,12,0,no
51,management,single,tertiary,no,2139,no,no,2,0,no
38,management,married,tertiary,no,-469,yes,no,12,0,no
49,admin.,married,secondary,no,197,yes,no,1,2,yes
40,technician,single,tertiary,no,825,yes,no,1,1,no
47,housemaid,single,tertiary,no,3232,no,no,1,3,no
48,management,divorced,secondary,no,1598,yes,no,1,0,no
47,services,married,tertiary,no,871,no,no,9,0,no
56,services,married,secondary,no,83,no,no,11,0,no
29,management,single,tertiary,no,1445,no,no,2,2,yes
38,technician,married,secondary,no,226,yes,no,3,0,yes
32,management,married,tertiary,no,-55,yes,no,4,0,no
42,admin.,single,secondary,no,243,yes,no,5,0,no
30,blue-collar,married,primary,no,-336,no,no,6,0,no
26,admin.,single,tertiary,no,3672,yes,no,5,0,no
35,technician,married,secondary,no,0,yes,no,1,5,yes
35,technician,married,secondary,no,251,yes,yes,3,0,no
35,self-employed,single,tertiary,no,44,no,no,2,2,no
57,blue-collar,married,secondary,no,2887,no,no,10,0,yes
29,admin.,single,secondary,no,1992,no,no,1,2,no
32,blue-collar,single,secondary,no,2,no,no,2,0,no
45,technician,married,secondary,no,1415,yes,no,1,0,no
51,management,single,tertiary,no,297,yes,no,4,1,yes
31,technician,single,secondary,no,1094,yes,no,8,0,no
50,self-employed,married,unknown,no,-84,yes,no,1,0,no
38,blue-collar,single,secondary,no,-1,yes,no,1,0,no
37,management,married,tertiary,no,347,yes,no,1,0,no
35,management,married,tertiary,no,1253,yes,no,2,0,no
37,unemployed,married,unknown,no,4565,no,no,1,0,no
28,management,single,tertiary,no,781,no,no,6,0,no
38,management,married,tertiary,no,7124,no,no,6,0,no
43,management,married,secondary,no,17555,no,no,14,0,no
43,management,married,unknown,no,5172,yes,no,3,0,no
56,management,married,tertiary,no,15520,no,no,1,0,no
32,technician,single,tertiary,no,13711,yes,no,1,3,no
58,management,divorced,tertiary,no,1533,no,no,2,0,no
47,management,married,tertiary,no,286,no,no,7,0,no
31,blue-collar,single,secondary,no,-219,yes,no,2,0,no
38,management,married,tertiary,no,0,yes,no,1,0,no
50,blue-collar,married,secondary,no,810,yes,no,14,0,no
32,blue-collar,married,secondary,no,300,no,no,2,0,no
37,services,single,secondary,no,1175,yes,no,1,2,no
39,management,married,tertiary,no,0,yes,no,2,0,no
40,services,married,secondary,no,113,yes,no,1,0,no
41,blue-collar,married,secondary,no,641,yes,no,1,0,no
45,technician,married,secondary,no,1477,yes,no,1,0,no
31,admin.,married,secondary,no,0,yes,no,2,0,no
54,services,married,primary,no,8,yes,no,1,0,no
39,admin.,divorced,secondary,no,399,yes,yes,2,0,no
56,admin.,divorced,secondary,yes,-435,yes,yes,2,0,no
35,admin.,single,secondary,no,2830,no,no,12,0,no
34,management,married,secondary,no,15,no,no,7,0,no
31,technician,single,secondary,no,125,no,no,2,0,no
38,technician,married,tertiary,no,45,no,no,4,0,no
41,technician,married,tertiary,no,13,no,no,2,0,no
44,entrepreneur,married,tertiary,no,0,yes,no,1,0,no
49,blue-collar,married,secondary,no,579,yes,no,1,0,no
30,services,single,secondary,no,432,yes,no,3,0,no
31,services,single,secondary,no,1987,yes,no,2,0,no
34,management,married,secondary,no,857,yes,no,6,0,no
70,retired,married,tertiary,no,15834,no,no,3,1,no
45,management,married,tertiary,no,3370,no,no,3,0,no
31,management,married,tertiary,no,6290,no,no,2,0,no
57,admin.,married,secondary,no,808,no,no,3,0,no
40,services,married,unknown,no,4075,yes,no,3,0,no
28,blue-collar,married,secondary,no,373,yes,no,9,1,no
44,admin.,single,secondary,no,-101,yes,no,1,0,no
49,services,divorced,secondary,no,3250,no,no,3,0,no
46,management,married,tertiary,no,1375,yes,no,3,0,no
34,management,married,tertiary,no,180,no,no,3,0,no
58,technician,married,secondary,no,175,no,no,4,0,no
52,services,married,secondary,no,381,no,yes,12,0,no
27,blue-collar,married,secondary,no,2171,yes,no,1,1,no
48,technician,married,secondary,no,340,yes,no,2,0,no
33,technician,divorced,secondary,yes,10,yes,yes,5,0,no
46,admin.,married,secondary,no,4958,yes,no,3,5,no
51,housemaid,married,unknown,no,21244,no,yes,2,0,no
31,management,married,tertiary,no,156,no,no,7,0,yes
35,technician,divorced,secondary,no,473,yes,yes,4,0,no
37,admin.,single,secondary,no,781,no,no,1,0,no
60,entrepreneur,married,primary,no,0,no,no,1,0,no
40,technician,married,secondary,no,1819,no,no,2,0,no
50,management,married,tertiary,no,4374,yes,no,2,3,no
34,entrepreneur,married,secondary,no,456,yes,yes,8,0,no
32,technician,married,secondary,no,253,yes,no,3,0,no
36,services,single,secondary,no,774,yes,no,2,1,no
32,admin.,single,tertiary,no,-59,no,yes,1,0,no
40,services,divorced,secondary,no,-81,no,yes,1,0,no
37,blue-collar,married,primary,no,0,yes,no,1,3,no
57,management,married,tertiary,no,0,yes,no,1,0,no
46,management,married,tertiary,no,-3,no,no,2,0,no
31,blue-collar,single,primary,no,2488,yes,no,1,0,no
39,technician,divorced,tertiary,yes,3,no,no,1,0,yes
35,management,married,secondary,no,839,yes,no,3,0,no
32,blue-collar,married,primary,no,103,no,no,1,0,no
44,technician,divorced,secondary,no,316,yes,no,3,0,no
41,technician,single,secondary,no,1680,yes,no,2,0,no
59,retired,divorced,primary,no,7179,no,no,1,0,no
39,services,married,secondary,no,247,yes,no,2,0,no
54,management,married,tertiary,no,8295,no,no,1,0,yes
27,services,single,secondary,no,261,yes,yes,1,0,no
51,self-employed,married,secondary,no,95,yes,no,4,0,yes
33,technician,single,secondary,no,291,no,no,6,0,no
38,blue-collar,married,primary,no,2240,yes,no,1,1,no
52,entrepreneur,married,tertiary,no,0,no,no,3,0,no
54,management,divorced,tertiary,no,1295,yes,no,10,0,no
33,blue-collar,married,primary,no,324,yes,no,2,0,no
50,technician,married,secondary,no,669,yes,no,1,0,no
39,blue-collar,single,secondary,no,4143,yes,yes,1,0,no
34,management,single,tertiary,no,2646,no,no,1,0,yes
41,technician,single,secondary,no,618,no,no,1,0,no
48,management,divorced,tertiary,no,541,yes,no,1,2,no
38,services,married,secondary,no,434,yes,no,1,0,no
34,blue-collar,married,secondary,no,622,yes,no,1,0,no
32,blue-collar,married,secondary,no,0,yes,no,2,0,no
48,management,married,secondary,no,99,yes,no,1,0,no
28,services,single,secondary,no,290,yes,no,1,0,no
47,blue-collar,married,secondary,no,1230,yes,no,1,1,yes
32,admin.,single,secondary,no,45,yes,yes,3,7,no
32,admin.,married,secondary,no,923,yes,no,4,0,no
38,management,married,tertiary,no,950,no,no,2,0,no
86,retired,married,secondary,no,1503,no,no,3,1,no
47,technician,married,secondary,no,65,no,no,8,0,no
42,management,married,primary,no,-679,yes,yes,1,2,no
44,management,married,tertiary,no,773,no,yes,1,0,no
25,student,single,unknown,no,10788,no,no,2,2,no
34,services,divorced,secondary,no,991,yes,no,1,1,no
34,admin.,married,secondary,no,247,no,no,2,0,yes
53,blue-collar,married,primary,no,4143,no,no,3,0,no
42,blue-collar,married,unknown,no,-406,yes,no,5,0,no
30,blue-collar,single,secondary,no,180,no,no,1,2,no
26,blue-collar,single,primary,no,-887,yes,no,2,0,yes
40,services,married,secondary,no,4157,yes,no,1,0,no
34,technician,single,secondary,no,1386,yes,yes,6,0,no
34,services,married,secondary,no,2211,no,no,1,0,no
40,management,married,tertiary,no,-495,no,yes,2,0,no
36,management,married,tertiary,no,27359,yes,no,2,0,no
34,technician,single,secondary,no,440,yes,no,2,2,no
32,blue-collar,single,secondary,no,135,yes,no,2,0,no
39,technician,married,secondary,no,-735,yes,no,5,2,no
36,technician,married,tertiary,no,60,no,no,2,0,no
39,technician,divorced,secondary,no,902,yes,no,2,5,yes
33,management,married,unknown,no,18347,yes,no,1,0,no
34,blue-collar,single,secondary,no,-72,yes,no,5,0,no
42,management,married,tertiary,no,1205,no,no,2,0,yes
46,technician,married,secondary,no,499,yes,no,10,0,no
32,management,single,tertiary,no,656,yes,yes,2,0,no
27,services,married,secondary,no,100,no,no,2,0,no
35,technician,divorced,secondary,no,69,yes,no,3,0,no
53,technician,married,unknown,no,619,no,no,6,0,no
29,services,single,secondary,no,192,no,no,4,0,no
35,management,single,tertiary,no,0,no,no,6,0,no
49,management,married,tertiary,no,87,no,no,1,0,no
58,management,married,tertiary,no,3228,no,no,2,0,no
40,management,single,tertiary,no,1361,no,no,1,0,yes
19,student,single,unknown,no,0,no,no,3,0,no
30,student,single,tertiary,no,34,yes,no,1,0,no
34,technician,single,secondary,no,318,no,yes,5,0,no
60,retired,married,secondary,no,197,no,no,1,0,no
28,student,single,tertiary,no,0,no,no,2,7,yes
46,management,married,tertiary,no,273,yes,no,2,4,yes
49,blue-collar,divorced,primary,no,15,yes,no,7,0,no
59,management,divorced,tertiary,no,7813,yes,no,1,0,no
44,technician,single,secondary,no,-27,yes,yes,3,0,no
33,technician,married,tertiary,no,75,no,no,4,0,no
54,retired,married,secondary,no,1139,yes,no,1,7,no
26,blue-collar,married,secondary,no,115,yes,no,3,0,no
54,blue-collar,married,secondary,no,0,no,no,1,1,no
48,housemaid,married,primary,no,7195,no,no,2,0,yes
30,services,single,tertiary,no,-477,no,yes,2,0,yes
29,management,single,tertiary,no,1026,no,no,1,1,yes
51,entrepreneur,married,tertiary,no,3921,yes,no,1,0,no
53,unemployed,married,primary,no,980,yes,no,1,0,yes
43,blue-collar,married,secondary,no,-179,yes,no,6,0,no
34,admin.,married,tertiary,no,2552,yes,yes,1,0,no
40,entrepreneur,married,tertiary,no,1729,yes,no,1,0,no
43,technician,married,secondary,no,434,yes,no,1,0,no
33,admin.,single,secondary,no,-300,yes,yes,1,0,no
66,retired,married,secondary,no,4785,no,no,3,0,no
44,technician,divorced,secondary,no,-329,yes,no,1,0,no
33,services,married,secondary,no,0,yes,no,8,0,no
31,technician,single,secondary,no,391,no,no,2,0,no
71,retired,married,primary,no,4657,no,no,5,0,yes
22,student,single,primary,no,3472,no,no,1,3,yes
46,unemployed,single,tertiary,no,705,no,no,1,0,no
32,services,married,secondary,no,255,yes,yes,2,0,no
45,blue-collar,married,secondary,no,4365,no,yes,2,0,no
32,management,married,secondary,no,350,yes,no,2,0,no
49,blue-collar,married,primary,no,474,yes,yes,3,1,no
27,technician,single,secondary,no,489,yes,no,4,0,yes
