,nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i1_dep_2_p,i1_dep_2_e,i1_dep_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_rcf_2_place,i1_dep_3_p,i1_dep_3_e,i1_dep_3_place,i1_rcf_3_p,i1_rcf_3_e,i1_rcf_3_place,i1_dlv_p,i1_dlv_e,i1_hops,i2_legid,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i2_rcf_1_p,i2_rcf_1_e,i2_rcf_1_place,i2_dep_2_p,i2_dep_2_e,i2_dep_2_place,i2_rcf_2_p,i2_rcf_2_e,i2_rcf_2_place,i2_dep_3_p,i2_dep_3_e,i2_dep_3_place,i2_rcf_3_p,i2_rcf_3_e,i2_rcf_3_place,i2_dlv_p,i2_dlv_e,i2_hops,i3_legid,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_1_e,i3_dep_1_place,i3_rcf_1_p,i3_rcf_1_e,i3_rcf_1_place,i3_dep_2_p,i3_dep_2_e,i3_dep_2_place,i3_rcf_2_p,i3_rcf_2_e,i3_rcf_2_place,i3_dep_3_p,i3_dep_3_e,i3_dep_3_place,i3_rcf_3_p,i3_rcf_3_e,i3_rcf_3_place,i3_dlv_p,i3_dlv_e,i3_hops,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dep_2_p,o_dep_2_e,o_dep_2_place,o_rcf_2_p,o_rcf_2_e,o_rcf_2_place,o_dep_3_p,o_dep_3_e,o_dep_3_place,o_rcf_3_p,o_rcf_3_e,o_rcf_3_place,o_dlv_p,o_dlv_e,o_hops,legs
452,452.0,6420.0,250.0,180.0,300.0,339.0,555.0,805.0,584.0,371.0,?,?,?,?,?,?,?,?,?,?,?,?,1560.0,102.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7091.0,315.0,324.0,300.0,264.0,371.0,840.0,755.0,431.0,?,?,?,?,?,?,?,?,?,?,?,?,1140.0,1341.0,1.0,1.0
453,453.0,1241.0,3916.0,1938.0,90.0,2069.0,527.0,1380.0,1138.0,700.0,320,499,700,970,596,196,?,?,?,?,?,?,3780.0,1326.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1222.0,2027.0,1621.0,90.0,442.0,196.0,970.0,581.0,700.0,3615,4008,700,1325,932,286,?,?,?,?,?,?,3780.0,2753.0,2.0,1.0
454,454.0,10186.0,2776.0,1081.0,240.0,1986.0,798.0,745.0,598.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,5585.0,1261.0,1.0,12542,757,372,330,660,233,375,122,815,?,?,?,?,?,?,?,?,?,?,?,?,5470,354,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4525.0,2485.0,1511.0,240.0,1157.0,815.0,1020.0,904.0,671.0,?,?,?,?,?,?,?,?,?,?,?,?,4680.0,171.0,1.0,2.0
455,455.0,2885.0,174.0,87.0,120.0,148.0,727.0,105.0,96.0,281.0,195,206,281,500,571,391,?,?,?,?,?,?,2880.0,3086.0,2.0,12550,233,138,180,215,671,930,840,571,1185,1275,571,1115,478,391,?,?,?,?,?,?,1330,1491,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2664.0,445.0,150.0,180.0,415.0,391.0,660.0,268.0,281.0,?,?,?,?,?,?,?,?,?,?,?,?,4080.0,469.0,1.0,2.0
456,456.0,9534.0,1156.0,1122.0,150.0,123.0,614.0,455.0,182.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,3565.0,891.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2976.0,543.0,238.0,135.0,395.0,815.0,945.0,779.0,403.0,?,?,?,?,?,?,?,?,?,?,?,?,5160.0,730.0,1.0,1.0
457,457.0,7.0,194.0,146.0,180.0,162.0,555.0,850.0,638.0,815.0,270,521,815,190,188,233,?,?,?,?,?,?,5220.0,499.0,2.0,9738,953,213,300,1039,628,920,633,128,495,668,128,510,449,233,?,?,?,?,?,?,3960,161,2,1817,3281,1781,90,1528,308,1040,763,233,?,?,?,?,?,?,?,?,?,?,?,?,3840,867,1,13845.0,39273.0,35249.0,90.0,4075.0,233.0,1385.0,1060.0,700.0,395,709,700,585,122,257,?,?,?,?,?,?,3780.0,20204.0,2.0,3.0
458,458.0,2616.0,564.0,23.0,135.0,619.0,815.0,300.0,152.0,527.0,?,?,?,?,?,?,?,?,?,?,?,?,5100.0,293.0,1.0,4071,338,35,135,380,815,295,198,527,?,?,?,?,?,?,?,?,?,?,?,?,5100,81,1,6193,3305,801,180,2884,452,890,2350,149,2300,594,149,655,2364,527,?,?,?,?,?,?,6960,1,2,9031.0,2951.0,2013.0,180.0,829.0,527.0,895.0,484.0,149.0,420,1086,149,540,449,174,?,?,?,?,?,?,6960.0,2985.0,2.0,3.0
459,459.0,10543.0,1046.0,207.0,240.0,1039.0,815.0,200.0,162.0,233.0,?,?,?,?,?,?,?,?,?,?,?,?,5340.0,102.0,1.0,5024,1191,370,180,941,597,1050,1005,815,630,677,815,195,167,233,?,?,?,?,?,?,5220,180,2,2386,3399,1328,90,2160,308,1045,964,233,?,?,?,?,?,?,?,?,?,?,?,?,3780,738,1,7858.0,4640.0,470.0,90.0,4369.0,233.0,1295.0,757.0,308.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,5567.0,1.0,3.0
460,460.0,10144.0,128.0,41.0,135.0,173.0,815.0,285.0,242.0,485.0,?,?,?,?,?,?,?,?,?,?,?,?,5160.0,131.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6790.0,839.0,317.0,90.0,555.0,485.0,1240.0,963.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,4.0,1.0,1.0
461,461.0,1010.0,551.0,261.0,420.0,650.0,548.0,1160.0,898.0,349.0,1145,1377,349,815,686,391,?,?,?,?,?,?,475.0,2001.0,2.0,12457,79,65,270,224,281,810,383,391,?,?,?,?,?,?,?,?,?,?,?,?,3810,697,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,469.0,1068.0,509.0,150.0,653.0,391.0,95.0,149.0,128.0,2235,2202,128,585,576,287,?,?,?,?,?,?,4290.0,12833.0,2.0,2.0
462,462.0,7163.0,2694.0,2621.0,210.0,242.0,520.0,785.0,803.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,550.0,680.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8137.0,1193.0,508.0,420.0,1045.0,349.0,235.0,234.0,815.0,545,552,815,480,467,243,?,?,?,?,?,?,5160.0,8558.0,2.0,1.0
463,463.0,8455.0,331.0,241.0,150.0,191.0,101.0,150.0,126.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,4200.0,1031.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4353.0,12729.0,11855.0,240.0,1065.0,128.0,1050.0,682.0,561.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,521.0,1.0,1.0
464,464.0,3538.0,252.0,184.0,240.0,246.0,815.0,215.0,180.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,4890.0,696.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13778.0,4552.0,3388.0,90.0,1699.0,128.0,1405.0,1075.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,168.0,1.0,1.0
465,465.0,7891.0,1942.0,972.0,90.0,1012.0,233.0,1395.0,1145.0,700.0,2540,2785,700,735,271,789,?,?,?,?,?,?,3780.0,7846.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,452.0,2375.0,1532.0,240.0,1051.0,789.0,1040.0,761.0,128.0,1040,1401,128,2590,2638,783,?,?,?,?,?,?,3960.0,1542.0,2.0,1.0
466,466.0,3589.0,1086.0,29.0,240.0,1250.0,815.0,760.0,755.0,609.0,?,?,?,?,?,?,?,?,?,?,?,?,7680.0,140.0,1.0,11395,1033,574,150,555,366,130,128,128,250,254,128,555,631,609,?,?,?,?,?,?,4230,938,2,11373,2255,1772,150,578,366,130,168,128,250,225,128,555,785,609,?,?,?,?,?,?,4230,1493,2,4976.0,410.0,4.0,300.0,649.0,609.0,825.0,644.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,5310.0,1194.0,1.0,3.0
467,467.0,8304.0,4859.0,4348.0,90.0,536.0,698.0,600.0,438.0,700.0,660,829,700,1510,1148,695,?,?,?,?,?,?,3780.0,2579.0,2.0,713,962,393,90,602,635,795,603,700,150,348,700,1510,1021,695,?,?,?,?,?,?,3780,2421,2,11478,368,350,240,223,128,960,650,695,?,?,?,?,?,?,?,?,?,?,?,?,3960,5850,1,743.0,905.0,431.0,180.0,638.0,695.0,450.0,282.0,308.0,245,375,308,880,696,341,?,?,?,?,?,?,1620.0,218.0,2.0,3.0
468,468.0,13558.0,185.0,64.0,240.0,289.0,476.0,975.0,690.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,5040.0,55.0,1.0,14617,707,193,180,634,128,265,301,815,?,?,?,?,?,?,?,?,?,?,?,?,5425,2848,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1551.0,1433.0,373.0,90.0,1090.0,815.0,1210.0,1024.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,175.0,1.0,2.0
469,469.0,5128.0,5473.0,4501.0,420.0,1351.0,349.0,1434.0,1308.0,456.0,?,?,?,?,?,?,?,?,?,?,?,?,356.0,1984.0,1.0,11173,314,107,270,457,349,940,883,456,?,?,?,?,?,?,?,?,?,?,?,?,435,5441,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2689.0,2768.0,1897.0,150.0,981.0,456.0,760.0,769.0,128.0,1195,1204,128,705,638,667,?,?,?,?,?,?,4230.0,3149.0,2.0,2.0
470,470.0,7314.0,184.0,123.0,300.0,354.0,798.0,685.0,473.0,485.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,1883.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6051.0,13680.0,13674.0,360.0,359.0,485.0,860.0,664.0,308.0,?,?,?,?,?,?,?,?,?,?,?,?,2700.0,258.0,1.0,1.0
471,471.0,197.0,227.0,217.0,150.0,100.0,431.0,795.0,566.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,5395.0,70.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11065.0,228.0,27.0,240.0,383.0,815.0,285.0,176.0,153.0,?,?,?,?,?,?,?,?,?,?,?,?,5160.0,869.0,1.0,1.0
472,472.0,11118.0,934.0,551.0,511.0,840.0,134.0,190.0,248.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,2850.0,309.0,1.0,3921,3883,1369,90,2541,597,935,667,700,1325,1629,700,1310,1056,128,?,?,?,?,?,?,3780,288,2,5356,1048,434,150,719,610,170,221,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,2914,1,12179.0,4583.0,2863.0,90.0,1860.0,128.0,1415.0,1276.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,183.0,1.0,3.0
473,473.0,1201.0,1045.0,890.0,90.0,181.0,520.0,735.0,489.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,278.0,1.0,7959,1152,226,90,952,281,1200,852,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,511,1,1091,437,219,90,244,456,880,490,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,856,1,2268.0,1364.0,822.0,90.0,605.0,700.0,800.0,367.0,671.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,1676.0,1.0,3.0
474,474.0,9420.0,1886.0,1668.0,90.0,256.0,456.0,1355.0,1097.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,590.0,1.0,3171,1904,1410,90,1688,431,1745,1370,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,430,1,14519,1319,996,90,378,485,1250,899,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,69,1,2456.0,2702.0,1504.0,90.0,1264.0,700.0,905.0,538.0,597.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,3786.0,1.0,3.0
475,475.0,8845.0,1341.0,299.0,90.0,1072.0,815.0,1220.0,1038.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,125.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9308.0,544.0,331.0,90.0,251.0,700.0,1135.0,752.0,423.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,39298.0,1.0,1.0
476,476.0,8880.0,3933.0,3322.0,90.0,644.0,700.0,605.0,239.0,698.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,4501.0,1.0,11763,37992,36869,90,1153,815,1210,1011,700,220,443,700,605,217,698,?,?,?,?,?,?,3780,4043,2,14258,1410,685,90,755,700,605,226,698,?,?,?,?,?,?,?,?,?,?,?,?,3780,12765,1,10401.0,1554.0,60.0,210.0,1644.0,698.0,395.0,253.0,403.0,485,632,403,1130,1009,809,?,?,?,?,?,?,1140.0,1037.0,2.0,3.0
477,477.0,3135.0,2776.0,94.0,270.0,2896.0,349.0,835.0,762.0,520.0,?,?,?,?,?,?,?,?,?,?,?,?,350.0,1332.0,1.0,9704,1156,1978,1470,594,609,845,548,349,2375,2670,349,835,762,520,?,?,?,?,?,?,350,1332,2,11365,1219,483,420,1124,349,845,855,520,?,?,?,?,?,?,?,?,?,?,?,?,525,391,1,7202.0,3398.0,3103.0,120.0,373.0,520.0,1025.0,1119.0,349.0,595,483,349,300,249,261,?,?,?,?,?,?,670.0,4400.0,2.0,3.0
478,478.0,4857.0,347.0,447.0,240.0,94.0,770.0,380.0,120.0,128.0,820,1105,128,740,557,798,?,?,?,?,?,?,3960.0,3920.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8543.0,280.0,66.0,300.0,482.0,798.0,710.0,481.0,485.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,433.0,1.0,1.0
479,479.0,2026.0,100.0,60.0,180.0,221.0,243.0,545.0,259.0,815.0,630,607,815,580,721,349,190,297,349,840,473,226,5160.0,2794.0,3.0,979,821,402,180,596,671,1180,925,349,1420,1574,349,580,579,226,?,?,?,?,?,?,365,3565,2,11961,482,550,965,817,144,850,597,349,1065,1280,349,590,654,226,?,?,?,?,?,?,355,2773,2,3262.0,1915.0,1760.0,150.0,245.0,226.0,530.0,385.0,349.0,315,479,349,1032,790,671,?,?,?,?,?,?,333.0,171.0,2.0,3.0
480,480.0,3556.0,948.0,594.0,90.0,398.0,700.0,800.0,394.0,671.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,2281.0,1.0,11343,379,279,270,2517,349,857,1014,671,?,?,?,?,?,?,?,?,?,?,?,?,333,196,1,889,1226,1052,210,879,403,530,290,671,?,?,?,?,?,?,?,?,?,?,?,?,1410,453,1,4646.0,3638.0,3296.0,90.0,371.0,671.0,795.0,653.0,700.0,460,650,700,1885,1627,308,?,?,?,?,?,?,3780.0,2822.0,2.0,3.0
481,481.0,3488.0,2353.0,123.0,240.0,2413.0,815.0,265.0,186.0,614.0,?,?,?,?,?,?,?,?,?,?,?,?,5460.0,5773.0,1.0,914,685,254,150,595,134,220,212,128,670,613,128,2229,720,614,?,?,?,?,?,?,2190,1833,2,14561,999,383,240,828,398,460,207,128,470,719,128,755,194,614,?,?,?,?,?,?,3670,892,2,9493.0,233.0,215.0,150.0,103.0,614.0,455.0,149.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,3565.0,918.0,1.0,3.0
482,482.0,8065.0,2643.0,2516.0,240.0,324.0,411.0,855.0,677.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,2845.0,1.0,8115,1409,1295,240,333,411,855,704,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,254,1,5741,1647,1535,240,313,431,795,610,128,?,?,?,?,?,?,?,?,?,?,?,?,3900,293,1,350.0,1186.0,47.0,165.0,1259.0,128.0,1275.0,999.0,413.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,200.0,1.0,3.0
483,483.0,11712.0,7054.0,6974.0,240.0,281.0,809.0,740.0,527.0,128.0,20,231,128,380,169,281,?,?,?,?,?,?,3960.0,1280.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12445.0,270.0,70.0,150.0,292.0,281.0,255.0,285.0,524.0,?,?,?,?,?,?,?,?,?,?,?,?,2880.0,1144.0,1.0,1.0
484,484.0,5467.0,3066.0,2649.0,240.0,540.0,144.0,1055.0,898.0,256.0,?,?,?,?,?,?,?,?,?,?,?,?,600.0,842.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10821.0,9996.0,9184.0,240.0,1024.0,256.0,3050.0,1408.0,691.0,?,?,?,?,?,?,?,?,?,?,?,?,2400.0,1767.0,1.0,1.0
485,485.0,2471.0,838.0,618.0,90.0,299.0,700.0,1935.0,1424.0,431.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,2805.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9569.0,794.0,707.0,180.0,277.0,431.0,1245.0,943.0,149.0,?,?,?,?,?,?,?,?,?,?,?,?,6680.0,1107.0,1.0,1.0
486,486.0,2874.0,329.0,329.0,90.0,226.0,579.0,1005.0,878.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,43.0,1.0,9145,68,141,150,20,727,155,164,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,1003,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8805.0,1536.0,399.0,240.0,1334.0,128.0,975.0,746.0,403.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,985.0,1.0,2.0
487,487.0,2534.0,1644.0,1508.0,240.0,317.0,649.0,295.0,181.0,815.0,515,638,815,290,174,485,?,?,?,?,?,?,5160.0,1965.0,2.0,10641,960,142,240,1003,815,290,199,485,?,?,?,?,?,?,?,?,?,?,?,?,5280,19727,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11215.0,179.0,53.0,150.0,216.0,485.0,410.0,158.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,3445.0,840.0,1.0,2.0
488,488.0,7030.0,280.0,265.0,300.0,264.0,371.0,840.0,738.0,431.0,?,?,?,?,?,?,?,?,?,?,?,?,1140.0,7473.0,1.0,7024,350,340,300,313,371,895,706,431,?,?,?,?,?,?,?,?,?,?,?,?,1140,4861,1,12277,3011,2583,240,632,128,785,741,431,?,?,?,?,?,?,?,?,?,?,?,?,3960,1137,1,12935.0,3340.0,2836.0,300.0,762.0,431.0,1940.0,610.0,256.0,?,?,?,?,?,?,?,?,?,?,?,?,2760.0,1315.0,1.0,3.0
489,489.0,5310.0,20.0,40.0,240.0,166.0,128.0,175.0,149.0,398.0,?,?,?,?,?,?,?,?,?,?,?,?,4230.0,44.0,1.0,12513,3693,603,180,3250,671,1215,893,349,985,1097,349,2930,2829,398,?,?,?,?,?,?,355,16,2,11535,139,50,150,188,128,805,186,398,?,?,?,?,?,?,?,?,?,?,?,?,3600,835,1,14309.0,1777.0,515.0,240.0,1448.0,398.0,455.0,338.0,128.0,2645,2786,128,1230,953,753,?,?,?,?,?,?,3960.0,5771.0,2.0,3.0
490,490.0,1494.0,38054.0,35680.0,90.0,2402.0,815.0,1220.0,1010.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,4625.0,1228.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2404.0,1491.0,439.0,90.0,1083.0,700.0,1195.0,764.0,426.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,70.0,1.0,1.0
491,491.0,12548.0,5618.0,4425.0,90.0,1223.0,815.0,1210.0,966.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,228.0,1.0,3873,1077,213,90,901,281,1200,832,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,280,1,6422,1217,777,90,471,485,1240,1076,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,342,1,3530.0,4723.0,4524.0,90.0,246.0,700.0,705.0,334.0,403.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,1035.0,1.0,3.0
492,492.0,3215.0,3000.0,2970.0,300.0,292.0,690.0,750.0,586.0,555.0,?,?,?,?,?,?,?,?,?,?,?,?,1560.0,3167.0,1.0,3202,1110,1010,300,355,690,810,893,555,?,?,?,?,?,?,?,?,?,?,?,?,1560,4262,1,13663,70,9,240,286,128,855,545,555,?,?,?,?,?,?,?,?,?,?,?,?,4020,891,1,13676.0,250.0,254.0,300.0,255.0,555.0,770.0,635.0,256.0,?,?,?,?,?,?,?,?,?,?,?,?,4020.0,273.0,1.0,3.0
493,493.0,6825.0,5478.0,5207.0,90.0,310.0,700.0,735.0,461.0,187.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,80033.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4853.0,2213.0,1800.0,155.0,510.0,187.0,1195.0,1047.0,349.0,540,627,349,390,306,721,?,?,?,?,?,?,485.0,759.0,2.0,1.0
494,494.0,14280.0,1444.0,22.0,420.0,1822.0,349.0,1046.0,790.0,441.0,?,?,?,?,?,?,?,?,?,?,?,?,1049.0,1368.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2922.0,1375.0,1143.0,195.0,367.0,441.0,665.0,702.0,349.0,555,486,349,377,228,721,?,?,?,?,?,?,863.0,1545.0,2.0,1.0
495,495.0,12441.0,215.0,64.0,150.0,261.0,281.0,135.0,231.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,2880.0,585.0,1.0,11211,496,212,150,374,485,400,136,815,?,?,?,?,?,?,?,?,?,?,?,?,2880,3088,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8797.0,1144.0,132.0,90.0,1039.0,815.0,1220.0,974.0,700.0,15,263,700,695,231,561,?,?,?,?,?,?,3780.0,5692.0,2.0,2.0
496,496.0,5624.0,1714.0,1491.0,240.0,423.0,609.0,770.0,831.0,128.0,285,413,128,1260,367,485,?,?,?,?,?,?,3960.0,565.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4941.0,115.0,68.0,180.0,182.0,485.0,150.0,218.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,385.0,37.0,1.0,1.0
497,497.0,11013.0,196.0,166.0,150.0,116.0,281.0,410.0,180.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,3480.0,822.0,1.0,9521,90,61,150,117,614,455,151,815,?,?,?,?,?,?,?,?,?,?,?,?,5005,917,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4082.0,45.0,30.0,135.0,104.0,815.0,295.0,153.0,527.0,?,?,?,?,?,?,?,?,?,?,?,?,5100.0,57.0,1.0,2.0
498,498.0,723.0,2681.0,2152.0,180.0,668.0,671.0,1170.0,1068.0,349.0,1795,1857,349,413,353,603,?,?,?,?,?,?,1532.0,2784.0,2.0,5010,2293,1004,180,1409,597,1050,987,815,830,846,815,530,557,603,?,?,?,?,?,?,5250,1244,2,11659,1947,1834,240,304,809,725,524,128,170,391,128,1080,665,603,?,?,?,?,?,?,3960,17710,2,11227.0,302.0,292.0,140.0,105.0,603.0,330.0,264.0,349.0,715,773,349,905,965,411,1350,1223,411,1125,853,308,315.0,719.0,3.0,3.0
499,499.0,2695.0,2556.0,1667.0,150.0,1005.0,456.0,790.0,757.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,4200.0,1431.0,1.0,8548,326,21,240,497,308,860,571,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,477,1,4710,330,303,150,172,366,450,332,281,580,634,281,145,459,128,?,?,?,?,?,?,2850,5133,2,8958.0,1570.0,329.0,240.0,1434.0,128.0,975.0,736.0,403.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,1049.0,1.0,3.0
500,500.0,50.0,397.0,5.0,300.0,625.0,609.0,820.0,780.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,5315.0,15.0,1.0,9399,223,211,150,103,614,455,187,815,?,?,?,?,?,?,?,?,?,?,?,?,5005,869,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1535.0,1201.0,79.0,90.0,1153.0,815.0,1210.0,1005.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,273.0,1.0,2.0
