,No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
6056,6057,2010,9,10,8,57.0,12,23.0,1009.0,NW,4.02,0,0
6057,6058,2010,9,10,9,57.0,10,25.0,1010.0,NW,9.83,0,0
6058,6059,2010,9,10,10,45.0,9,27.0,1009.0,NW,14.75,0,0
6059,6060,2010,9,10,11,62.0,9,27.0,1009.0,NW,18.77,0,0
6060,6061,2010,9,10,12,62.0,8,29.0,1008.0,NW,23.69,0,0
6061,6062,2010,9,10,13,24.0,8,29.0,1007.0,NW,28.61,0,0
6062,6063,2010,9,10,14,24.0,8,30.0,1007.0,NW,33.53,0,0
6063,6064,2010,9,10,15,27.0,8,30.0,1006.0,NW,38.45,0,0
6064,6065,2010,9,10,16,38.0,9,30.0,1006.0,NW,43.37,0,0
6065,6066,2010,9,10,17,39.0,8,30.0,1006.0,NW,48.29,0,0
6066,6067,2010,9,10,18,27.0,9,29.0,1006.0,NW,53.21,0,0
6067,6068,2010,9,10,19,66.0,10,25.0,1006.0,NW,55.0,0,0
6068,6069,2010,9,10,20,111.0,13,22.0,1007.0,NE,0.89,0,0
6069,6070,2010,9,10,21,198.0,16,20.0,1008.0,cv,0.45,0,0
6070,6071,2010,9,10,22,181.0,13,21.0,1008.0,NW,1.79,0,0
6071,6072,2010,9,10,23,212.0,12,20.0,1009.0,NW,4.92,0,0
6072,6073,2010,9,11,0,174.0,12,20.0,1009.0,NW,6.71,0,0
6073,6074,2010,9,11,1,170.0,11,22.0,1009.0,NW,9.84,0,0
6074,6075,2010,9,11,2,133.0,12,18.0,1009.0,NW,12.97,0,0
6075,6076,2010,9,11,3,50.0,12,17.0,1009.0,NW,16.1,0,0
6076,6077,2010,9,11,4,28.0,12,17.0,1009.0,NW,17.89,0,0
6077,6078,2010,9,11,5,18.0,12,16.0,1009.0,NE,0.89,0,0
6078,6079,2010,9,11,6,,12,16.0,1010.0,NW,1.79,0,0
6079,6080,2010,9,11,7,,13,19.0,1010.0,NW,4.92,0,0
6080,6081,2010,9,11,8,,13,23.0,1010.0,NW,6.71,0,0
6081,6082,2010,9,11,9,,12,25.0,1011.0,NW,10.73,0,0
6082,6083,2010,9,11,10,,11,27.0,1011.0,NW,14.75,0,0
6083,6084,2010,9,11,11,,11,29.0,1010.0,NW,18.77,0,0
6084,6085,2010,9,11,12,,11,31.0,1010.0,NW,22.79,0,0
6085,6086,2010,9,11,13,,11,31.0,1009.0,NW,25.92,0,0
6086,6087,2010,9,11,14,,12,31.0,1008.0,NE,1.79,0,0
6087,6088,2010,9,11,15,,12,32.0,1008.0,cv,0.89,0,0
6088,6089,2010,9,11,16,,11,32.0,1008.0,SE,3.13,0,0
6089,6090,2010,9,11,17,,12,31.0,1008.0,SE,6.26,0,0
6090,6091,2010,9,11,18,,14,28.0,1008.0,SE,8.05,0,0
6091,6092,2010,9,11,19,,13,26.0,1008.0,SE,11.18,0,0
6092,6093,2010,9,11,20,,14,23.0,1009.0,SE,12.97,0,0
6093,6094,2010,9,11,21,,14,23.0,1010.0,SE,14.76,0,0
6094,6095,2010,9,11,22,76.0,16,21.0,1010.0,SE,15.65,0,0
6095,6096,2010,9,11,23,72.0,16,21.0,1010.0,cv,0.89,0,0
6096,6097,2010,9,12,0,72.0,15,19.0,1010.0,NE,0.89,0,0
6097,6098,2010,9,12,1,207.0,16,20.0,1010.0,SE,0.89,0,0
6098,6099,2010,9,12,2,240.0,15,19.0,1010.0,NW,0.89,0,0
6099,6100,2010,9,12,3,221.0,16,18.0,1010.0,NW,1.78,0,0
6100,6101,2010,9,12,4,164.0,16,18.0,1010.0,NW,2.67,0,0
6101,6102,2010,9,12,5,98.0,15,17.0,1011.0,NW,3.56,0,0
6102,6103,2010,9,12,6,69.0,15,17.0,1011.0,NE,0.89,0,0
6103,6104,2010,9,12,7,96.0,17,19.0,1012.0,NW,1.79,0,0
6104,6105,2010,9,12,8,119.0,16,22.0,1012.0,NW,3.58,0,0
6105,6106,2010,9,12,9,110.0,14,25.0,1012.0,NE,3.13,0,0
6106,6107,2010,9,12,10,107.0,14,27.0,1012.0,NE,4.92,0,0
6107,6108,2010,9,12,11,91.0,13,29.0,1012.0,NE,6.71,0,0
6108,6109,2010,9,12,12,71.0,13,31.0,1011.0,cv,0.89,0,0
6109,6110,2010,9,12,13,69.0,12,32.0,1011.0,cv,1.78,0,0
6110,6111,2010,9,12,14,85.0,12,33.0,1010.0,SE,1.79,0,0
6111,6112,2010,9,12,15,87.0,13,33.0,1009.0,SE,4.92,0,0
6112,6113,2010,9,12,16,103.0,13,33.0,1009.0,SE,6.71,0,0
6113,6114,2010,9,12,17,115.0,15,31.0,1009.0,SE,9.84,0,0
6114,6115,2010,9,12,18,123.0,16,28.0,1009.0,SE,11.63,0,0
6115,6116,2010,9,12,19,123.0,14,28.0,1009.0,SE,15.65,0,0
6116,6117,2010,9,12,20,132.0,15,25.0,1010.0,SE,17.44,0,0
6117,6118,2010,9,12,21,120.0,15,24.0,1010.0,SE,19.23,0,0
6118,6119,2010,9,12,22,132.0,16,23.0,1011.0,SE,21.02,0,0
6119,6120,2010,9,12,23,155.0,16,21.0,1011.0,NE,1.79,0,0
6120,6121,2010,9,13,0,142.0,17,20.0,1011.0,cv,0.89,0,0
6121,6122,2010,9,13,1,155.0,17,21.0,1011.0,cv,1.78,0,0
6122,6123,2010,9,13,2,218.0,17,20.0,1012.0,cv,2.67,0,0
6123,6124,2010,9,13,3,261.0,17,19.0,1012.0,NW,0.89,0,0
6124,6125,2010,9,13,4,269.0,17,19.0,1012.0,NW,1.78,0,0
6125,6126,2010,9,13,5,206.0,16,18.0,1012.0,cv,0.89,0,0
6126,6127,2010,9,13,6,117.0,16,18.0,1012.0,NW,1.79,0,0
6127,6128,2010,9,13,7,111.0,17,19.0,1013.0,NW,4.92,0,0
6128,6129,2010,9,13,8,114.0,17,23.0,1013.0,NW,6.71,0,0
6129,6130,2010,9,13,9,120.0,17,26.0,1013.0,cv,0.89,0,0
6130,6131,2010,9,13,10,134.0,17,27.0,1013.0,cv,1.78,0,0
6131,6132,2010,9,13,11,131.0,16,30.0,1013.0,cv,2.67,0,0
6132,6133,2010,9,13,12,141.0,16,30.0,1012.0,cv,3.56,0,0
6133,6134,2010,9,13,13,141.0,17,32.0,1011.0,cv,5.35,0,0
6134,6135,2010,9,13,14,159.0,16,33.0,1011.0,cv,7.14,0,0
6135,6136,2010,9,13,15,129.0,15,34.0,1010.0,SE,3.13,0,0
6136,6137,2010,9,13,16,150.0,16,33.0,1010.0,SE,4.92,0,0
6137,6138,2010,9,13,17,124.0,15,32.0,1010.0,SE,8.94,0,0
6138,6139,2010,9,13,18,121.0,15,30.0,1010.0,SE,12.96,0,0
6139,6140,2010,9,13,19,138.0,15,29.0,1010.0,SE,16.98,0,0
6140,6141,2010,9,13,20,139.0,16,27.0,1011.0,SE,21.0,0,0
6141,6142,2010,9,13,21,180.0,17,24.0,1012.0,SE,21.89,0,0
6142,6143,2010,9,13,22,167.0,18,23.0,1012.0,SE,23.68,0,0
6143,6144,2010,9,13,23,191.0,18,20.0,1012.0,NE,1.79,0,0
6144,6145,2010,9,14,0,209.0,18,21.0,1012.0,cv,0.89,0,0
6145,6146,2010,9,14,1,275.0,18,20.0,1013.0,cv,1.78,0,0
6146,6147,2010,9,14,2,277.0,17,19.0,1013.0,cv,2.67,0,0
6147,6148,2010,9,14,3,310.0,17,19.0,1013.0,NW,0.89,0,0
6148,6149,2010,9,14,4,242.0,17,19.0,1013.0,NW,2.68,0,0
6149,6150,2010,9,14,5,206.0,16,18.0,1013.0,NW,4.47,0,0
6150,6151,2010,9,14,6,136.0,17,18.0,1014.0,NW,6.26,0,0
6151,6152,2010,9,14,7,166.0,17,20.0,1014.0,NW,8.05,0,0
6152,6153,2010,9,14,8,175.0,18,23.0,1014.0,NW,11.18,0,0
6153,6154,2010,9,14,9,160.0,17,26.0,1014.0,NW,14.31,0,0
6154,6155,2010,9,14,10,179.0,17,28.0,1015.0,NW,16.1,0,0
6155,6156,2010,9,14,11,182.0,17,30.0,1014.0,cv,1.79,0,0
6156,6157,2010,9,14,12,177.0,17,31.0,1014.0,cv,3.58,0,0
6157,6158,2010,9,14,13,183.0,15,32.0,1013.0,SE,1.79,0,0
6158,6159,2010,9,14,14,153.0,15,33.0,1012.0,SE,3.58,0,0
6159,6160,2010,9,14,15,128.0,14,32.0,1012.0,SE,5.37,0,0
6160,6161,2010,9,14,16,165.0,13,32.0,1012.0,SE,9.39,0,0
6161,6162,2010,9,14,17,166.0,15,31.0,1012.0,SE,12.52,0,0
6162,6163,2010,9,14,18,152.0,16,29.0,1012.0,SE,14.31,0,0
6163,6164,2010,9,14,19,169.0,17,26.0,1012.0,SE,15.2,0,0
6164,6165,2010,9,14,20,212.0,18,24.0,1012.0,SE,16.99,0,0
6165,6166,2010,9,14,21,225.0,18,23.0,1013.0,SE,18.78,0,0
6166,6167,2010,9,14,22,227.0,18,22.0,1013.0,SE,19.67,0,0
6167,6168,2010,9,14,23,225.0,19,22.0,1013.0,cv,0.89,0,0
6168,6169,2010,9,15,0,321.0,19,22.0,1013.0,SE,0.89,0,0
6169,6170,2010,9,15,1,358.0,19,21.0,1013.0,cv,0.89,0,0
6170,6171,2010,9,15,2,360.0,19,21.0,1012.0,SE,0.89,0,0
6171,6172,2010,9,15,3,411.0,18,21.0,1012.0,NE,0.89,0,0
6172,6173,2010,9,15,4,374.0,18,21.0,1012.0,NE,1.78,0,0
6173,6174,2010,9,15,5,414.0,18,20.0,1012.0,cv,0.89,0,0
6174,6175,2010,9,15,6,349.0,18,20.0,1013.0,cv,1.34,0,0
6175,6176,2010,9,15,7,298.0,18,20.0,1013.0,cv,2.23,0,0
6176,6177,2010,9,15,8,334.0,19,22.0,1013.0,cv,3.12,0,0
6177,6178,2010,9,15,9,333.0,20,24.0,1013.0,cv,4.01,0,0
6178,6179,2010,9,15,10,455.0,20,26.0,1013.0,SE,1.79,0,0
6179,6180,2010,9,15,11,440.0,20,27.0,1012.0,SE,3.58,0,0
6180,6181,2010,9,15,12,313.0,20,29.0,1011.0,SE,7.6,0,0
6181,6182,2010,9,15,13,215.0,19,30.0,1010.0,SE,13.41,0,0
6182,6183,2010,9,15,14,190.0,19,30.0,1010.0,SE,18.33,0,0
6183,6184,2010,9,15,15,236.0,19,30.0,1009.0,SE,23.25,0,0
6184,6185,2010,9,15,16,187.0,19,29.0,1009.0,SE,29.06,0,0
6185,6186,2010,9,15,17,211.0,19,29.0,1009.0,SE,33.98,0,0
6186,6187,2010,9,15,18,196.0,19,28.0,1009.0,SE,38.0,0,0
6187,6188,2010,9,15,19,240.0,20,27.0,1010.0,SE,41.13,0,0
6188,6189,2010,9,15,20,281.0,21,26.0,1010.0,SE,42.92,0,0
6189,6190,2010,9,15,21,297.0,21,25.0,1010.0,SE,46.05,0,0
6190,6191,2010,9,15,22,293.0,21,26.0,1010.0,SE,50.07,0,0
6191,6192,2010,9,15,23,254.0,21,27.0,1010.0,SE,54.09,0,0
6192,6193,2010,9,16,0,203.0,21,26.0,1010.0,SE,55.88,0,0
6193,6194,2010,9,16,1,186.0,21,25.0,1010.0,SE,59.01,0,1
6194,6195,2010,9,16,2,205.0,21,24.0,1010.0,SE,60.8,0,2
6195,6196,2010,9,16,3,200.0,21,24.0,1010.0,SE,62.59,0,0
6196,6197,2010,9,16,4,181.0,21,24.0,1010.0,SE,64.38,0,1
6197,6198,2010,9,16,5,176.0,21,24.0,1010.0,SE,66.17,0,2
6198,6199,2010,9,16,6,188.0,21,23.0,1010.0,SE,67.96,0,0
6199,6200,2010,9,16,7,181.0,21,23.0,1011.0,SE,68.85,0,1
6200,6201,2010,9,16,8,219.0,21,24.0,1011.0,SE,70.64,0,0
6201,6202,2010,9,16,9,226.0,21,24.0,1011.0,SE,72.43,0,0
6202,6203,2010,9,16,10,238.0,20,24.0,1012.0,SE,74.22,0,0
6203,6204,2010,9,16,11,247.0,20,25.0,1011.0,SE,77.35,0,0
6204,6205,2010,9,16,12,225.0,20,25.0,1011.0,SE,79.14,0,0
6205,6206,2010,9,16,13,244.0,20,25.0,1011.0,SE,82.27,0,0
6206,6207,2010,9,16,14,199.0,20,25.0,1010.0,SE,84.06,0,0
6207,6208,2010,9,16,15,157.0,20,25.0,1010.0,SE,85.85,0,0
6208,6209,2010,9,16,16,194.0,20,25.0,1009.0,SE,88.98,0,1
6209,6210,2010,9,16,17,262.0,19,24.0,1009.0,SE,93.0,0,2
6210,6211,2010,9,16,18,224.0,19,21.0,1010.0,SE,97.02,0,3
6211,6212,2010,9,16,19,174.0,18,21.0,1010.0,SE,102.83,0,0
6212,6213,2010,9,16,20,170.0,18,21.0,1011.0,SE,108.64,0,0
6213,6214,2010,9,16,21,153.0,18,20.0,1011.0,SE,115.79,0,1
6214,6215,2010,9,16,22,104.0,18,20.0,1011.0,SE,119.81,0,2
6215,6216,2010,9,16,23,136.0,17,20.0,1010.0,SE,124.73,0,3
6216,6217,2010,9,17,0,117.0,17,19.0,1010.0,SE,129.65,0,4
6217,6218,2010,9,17,1,94.0,17,18.0,1010.0,SE,132.78,0,5
6218,6219,2010,9,17,2,112.0,16,18.0,1010.0,SE,137.7,0,6
6219,6220,2010,9,17,3,71.0,16,18.0,1010.0,SE,139.49,0,7
6220,6221,2010,9,17,4,89.0,16,17.0,1010.0,SE,142.62,0,8
6221,6222,2010,9,17,5,84.0,15,17.0,1010.0,SE,144.41,0,9
6222,6223,2010,9,17,6,70.0,16,17.0,1011.0,NE,1.79,0,10
6223,6224,2010,9,17,7,61.0,16,17.0,1011.0,cv,0.89,0,11
6224,6225,2010,9,17,8,53.0,16,18.0,1012.0,SE,1.79,0,12
6225,6226,2010,9,17,9,34.0,17,18.0,1012.0,cv,0.89,0,13
6226,6227,2010,9,17,10,26.0,16,17.0,1013.0,NE,3.13,0,14
6227,6228,2010,9,17,11,43.0,15,16.0,1013.0,NE,6.26,0,15
6228,6229,2010,9,17,12,21.0,15,16.0,1013.0,NE,9.39,0,16
6229,6230,2010,9,17,13,13.0,14,16.0,1013.0,NE,12.52,0,17
6230,6231,2010,9,17,14,24.0,14,15.0,1013.0,NE,16.54,0,18
6231,6232,2010,9,17,15,33.0,14,15.0,1013.0,NE,19.67,0,19
6232,6233,2010,9,17,16,9.0,14,15.0,1014.0,NE,21.46,0,20
6233,6234,2010,9,17,17,26.0,13,15.0,1014.0,SE,1.79,0,21
6234,6235,2010,9,17,18,30.0,13,14.0,1014.0,NE,1.79,0,22
6235,6236,2010,9,17,19,14.0,13,14.0,1014.0,cv,0.89,0,23
6236,6237,2010,9,17,20,12.0,13,14.0,1015.0,cv,1.78,0,24
6237,6238,2010,9,17,21,8.0,13,14.0,1015.0,NE,0.89,0,25
6238,6239,2010,9,17,22,6.0,13,14.0,1015.0,NE,2.68,0,26
6239,6240,2010,9,17,23,31.0,12,14.0,1015.0,NE,4.47,0,27
6240,6241,2010,9,18,0,26.0,12,14.0,1015.0,NE,7.6,0,28
6241,6242,2010,9,18,1,20.0,12,14.0,1015.0,NE,9.39,0,29
6242,6243,2010,9,18,2,19.0,12,14.0,1014.0,cv,0.89,0,30
6243,6244,2010,9,18,3,16.0,12,14.0,1014.0,cv,1.34,0,31
6244,6245,2010,9,18,4,17.0,12,13.0,1014.0,NW,1.79,0,32
6245,6246,2010,9,18,5,14.0,12,13.0,1014.0,NE,1.79,0,33
6246,6247,2010,9,18,6,12.0,12,13.0,1014.0,NE,3.58,0,34
6247,6248,2010,9,18,7,5.0,12,13.0,1015.0,NE,5.37,0,35
6248,6249,2010,9,18,8,20.0,12,13.0,1015.0,NE,8.5,0,36
6249,6250,2010,9,18,9,5.0,12,14.0,1015.0,NE,11.63,0,0
6250,6251,2010,9,18,10,20.0,12,14.0,1016.0,NE,14.76,0,1
6251,6252,2010,9,18,11,23.0,12,14.0,1015.0,NW,3.13,0,2
6252,6253,2010,9,18,12,33.0,13,15.0,1015.0,NE,4.02,0,3
6253,6254,2010,9,18,13,21.0,13,16.0,1015.0,NW,1.79,0,0
6254,6255,2010,9,18,14,3.0,13,17.0,1014.0,NE,1.79,0,0
6255,6256,2010,9,18,15,6.0,13,18.0,1014.0,SE,1.79,0,0
6256,6257,2010,9,18,16,27.0,14,19.0,1014.0,SE,4.92,0,0
6257,6258,2010,9,18,17,23.0,14,18.0,1014.0,SE,8.05,0,0
6258,6259,2010,9,18,18,35.0,13,17.0,1014.0,SE,11.18,0,0
6259,6260,2010,9,18,19,48.0,13,16.0,1015.0,cv,0.89,0,0
6260,6261,2010,9,18,20,54.0,13,16.0,1015.0,cv,1.78,0,0
6261,6262,2010,9,18,21,44.0,14,15.0,1016.0,SE,1.79,0,0
6262,6263,2010,9,18,22,44.0,14,16.0,1015.0,SE,4.92,0,0
6263,6264,2010,9,18,23,24.0,14,16.0,1016.0,SE,6.71,0,0
6264,6265,2010,9,19,0,34.0,14,16.0,1015.0,SE,8.5,0,1
6265,6266,2010,9,19,1,45.0,14,15.0,1015.0,NE,1.79,0,2
6266,6267,2010,9,19,2,54.0,14,15.0,1015.0,NE,2.68,0,3
6267,6268,2010,9,19,3,55.0,14,15.0,1014.0,SE,0.89,0,0
6268,6269,2010,9,19,4,55.0,13,15.0,1014.0,NE,1.79,0,0
6269,6270,2010,9,19,5,55.0,14,15.0,1014.0,NW,1.79,0,0
6270,6271,2010,9,19,6,55.0,14,15.0,1014.0,NW,3.58,0,0
6271,6272,2010,9,19,7,84.0,15,16.0,1014.0,NW,5.37,0,0
6272,6273,2010,9,19,8,106.0,15,17.0,1014.0,NW,8.5,0,0
6273,6274,2010,9,19,9,73.0,15,19.0,1015.0,NW,10.29,0,0
6274,6275,2010,9,19,10,87.0,15,20.0,1015.0,NW,12.08,0,0
6275,6276,2010,9,19,11,118.0,15,20.0,1014.0,cv,0.89,0,0
6276,6277,2010,9,19,12,138.0,15,21.0,1014.0,NW,1.79,0,0
6277,6278,2010,9,19,13,118.0,14,24.0,1012.0,cv,1.79,0,0
6278,6279,2010,9,19,14,79.0,13,25.0,1012.0,SE,3.13,0,0
6279,6280,2010,9,19,15,70.0,13,24.0,1011.0,SE,4.92,0,0
6280,6281,2010,9,19,16,49.0,13,24.0,1011.0,SE,8.05,0,0
6281,6282,2010,9,19,17,37.0,13,23.0,1011.0,SE,12.07,0,0
6282,6283,2010,9,19,18,47.0,12,22.0,1010.0,SE,15.2,0,0
6283,6284,2010,9,19,19,,12,22.0,1011.0,SE,16.99,0,0
6284,6285,2010,9,19,20,,14,20.0,1011.0,cv,0.89,0,0
6285,6286,2010,9,19,21,,14,20.0,1011.0,cv,1.78,0,0
6286,6287,2010,9,19,22,,15,18.0,1011.0,cv,2.67,0,0
6287,6288,2010,9,19,23,,15,20.0,1011.0,SE,1.79,0,0
6288,6289,2010,9,20,0,84.0,15,18.0,1011.0,SE,3.58,0,0
6289,6290,2010,9,20,1,91.0,15,17.0,1011.0,SE,4.47,0,0
6290,6291,2010,9,20,2,82.0,16,17.0,1011.0,SE,5.36,0,0
6291,6292,2010,9,20,3,76.0,15,17.0,1011.0,NW,1.79,0,0
6292,6293,2010,9,20,4,129.0,15,17.0,1011.0,cv,0.89,0,0
6293,6294,2010,9,20,5,147.0,15,17.0,1011.0,cv,1.78,0,0
6294,6295,2010,9,20,6,115.0,15,16.0,1011.0,NE,0.89,0,0
6295,6296,2010,9,20,7,121.0,15,17.0,1012.0,NW,1.79,0,0
6296,6297,2010,9,20,8,109.0,15,18.0,1012.0,NW,3.58,0,0
6297,6298,2010,9,20,9,99.0,15,19.0,1013.0,NW,5.37,0,0
6298,6299,2010,9,20,10,121.0,15,19.0,1013.0,NW,7.16,0,0
6299,6300,2010,9,20,11,119.0,15,19.0,1013.0,NW,8.95,0,0
6300,6301,2010,9,20,12,124.0,15,19.0,1013.0,NW,10.74,0,1
6301,6302,2010,9,20,13,143.0,15,19.0,1012.0,NW,13.87,0,0
6302,6303,2010,9,20,14,128.0,15,19.0,1012.0,NE,1.79,0,1
6303,6304,2010,9,20,15,106.0,15,19.0,1012.0,NW,3.13,0,0
6304,6305,2010,9,20,16,101.0,16,19.0,1012.0,NE,4.92,0,0
6305,6306,2010,9,20,17,57.0,15,18.0,1012.0,NE,8.05,0,0
6306,6307,2010,9,20,18,48.0,15,18.0,1013.0,NE,12.07,0,0
6307,6308,2010,9,20,19,34.0,15,17.0,1013.0,NE,13.86,0,1
6308,6309,2010,9,20,20,35.0,15,17.0,1014.0,NE,15.65,0,2
6309,6310,2010,9,20,21,52.0,15,16.0,1015.0,NE,18.78,0,3
6310,6311,2010,9,20,22,56.0,15,16.0,1014.0,NE,22.8,0,4
6311,6312,2010,9,20,23,49.0,15,16.0,1014.0,NE,25.93,0,5
6312,6313,2010,9,21,0,28.0,15,16.0,1015.0,NE,29.06,0,6
6313,6314,2010,9,21,1,20.0,14,15.0,1014.0,NE,34.87,0,7
6314,6315,2010,9,21,2,11.0,13,15.0,1015.0,NE,42.92,0,8
6315,6316,2010,9,21,3,1.0,13,14.0,1015.0,NE,48.73,0,9
6316,6317,2010,9,21,4,4.0,12,13.0,1016.0,NE,55.88,0,10
6317,6318,2010,9,21,5,,11,13.0,1018.0,NE,61.69,0,11
6318,6319,2010,9,21,6,,11,13.0,1018.0,NE,67.5,0,0
6319,6320,2010,9,21,7,,11,13.0,1020.0,NW,4.02,0,1
6320,6321,2010,9,21,8,,11,13.0,1020.0,NE,3.13,0,2
6321,6322,2010,9,21,9,,11,14.0,1021.0,NW,1.79,0,3
6322,6323,2010,9,21,10,,10,14.0,1022.0,NE,3.13,0,4
6323,6324,2010,9,21,11,,11,14.0,1023.0,NW,4.02,0,5
6324,6325,2010,9,21,12,,11,13.0,1023.0,NW,8.04,0,6
6325,6326,2010,9,21,13,,11,15.0,1023.0,NE,3.13,0,0
6326,6327,2010,9,21,14,,10,17.0,1022.0,NE,6.26,0,0
6327,6328,2010,9,21,15,,10,18.0,1022.0,NE,9.39,0,0
6328,6329,2010,9,21,16,,10,17.0,1022.0,SE,3.13,0,0
6329,6330,2010,9,21,17,,10,17.0,1023.0,cv,0.45,0,0
6330,6331,2010,9,21,18,,10,17.0,1023.0,SE,3.13,0,0
6331,6332,2010,9,21,19,,10,16.0,1023.0,SE,4.92,0,0
6332,6333,2010,9,21,20,,10,16.0,1024.0,SE,8.05,0,0
6333,6334,2010,9,21,21,,11,15.0,1024.0,NW,1.79,0,0
6334,6335,2010,9,21,22,,11,13.0,1025.0,NE,0.89,0,0
6335,6336,2010,9,21,23,,11,14.0,1025.0,NW,3.13,0,0
6336,6337,2010,9,22,0,,11,13.0,1025.0,NW,6.26,0,0
6337,6338,2010,9,22,1,,9,10.0,1025.0,NW,8.05,0,0
6338,6339,2010,9,22,2,,10,11.0,1025.0,NW,9.84,0,0
6339,6340,2010,9,22,3,,8,9.0,1025.0,NW,12.97,0,0
6340,6341,2010,9,22,4,,6,8.0,1025.0,NW,16.1,0,0
6341,6342,2010,9,22,5,,7,8.0,1025.0,NW,17.89,0,0
6342,6343,2010,9,22,6,,6,7.0,1026.0,NW,18.78,0,0
6343,6344,2010,9,22,7,,8,10.0,1026.0,NE,0.89,0,0
6344,6345,2010,9,22,8,,5,14.0,1026.0,NE,2.68,0,0
6345,6346,2010,9,22,9,,2,16.0,1026.0,NW,1.79,0,0
6346,6347,2010,9,22,10,,3,18.0,1026.0,NE,1.79,0,0
6347,6348,2010,9,22,11,,-2,19.0,1025.0,NW,5.81,0,0
6348,6349,2010,9,22,12,,-2,20.0,1024.0,NW,9.83,0,0
6349,6350,2010,9,22,13,,-3,21.0,1023.0,NW,13.85,0,0
6350,6351,2010,9,22,14,,-3,22.0,1021.0,NW,18.77,0,0
6351,6352,2010,9,22,15,,-3,22.0,1020.0,SE,4.92,0,0
6352,6353,2010,9,22,16,,-3,22.0,1020.0,NW,4.02,0,0
6353,6354,2010,9,22,17,,0,22.0,1019.0,SE,4.92,0,0
6354,6355,2010,9,22,18,,1,19.0,1019.0,SE,8.94,0,0
6355,6356,2010,9,22,19,,3,17.0,1020.0,SE,12.96,0,0
6356,6357,2010,9,22,20,,5,16.0,1020.0,SE,16.09,0,0
6357,6358,2010,9,22,21,,4,17.0,1020.0,SE,20.11,0,0
6358,6359,2010,9,22,22,,7,13.0,1020.0,cv,0.89,0,0
6359,6360,2010,9,22,23,,8,11.0,1020.0,SE,0.89,0,0
6360,6361,2010,9,23,0,,8,10.0,1020.0,cv,0.89,0,0
6361,6362,2010,9,23,1,,7,9.0,1020.0,NW,1.79,0,0
6362,6363,2010,9,23,2,,8,10.0,1020.0,NW,2.68,0,0
6363,6364,2010,9,23,3,,7,9.0,1020.0,NW,4.47,0,0
6364,6365,2010,9,23,4,,7,10.0,1020.0,NW,8.49,0,0
6365,6366,2010,9,23,5,,7,9.0,1020.0,NW,11.62,0,0
6366,6367,2010,9,23,6,,7,9.0,1020.0,NW,13.41,0,0
6367,6368,2010,9,23,7,,7,11.0,1020.0,NW,16.54,0,0
6368,6369,2010,9,23,8,,8,15.0,1020.0,NW,19.67,0,0
6369,6370,2010,9,23,9,,7,18.0,1020.0,NW,23.69,0,0
6370,6371,2010,9,23,10,,8,20.0,1020.0,NE,1.79,0,0
6371,6372,2010,9,23,11,,8,22.0,1020.0,NW,1.79,0,0
6372,6373,2010,9,23,12,,6,24.0,1019.0,cv,0.89,0,0
6373,6374,2010,9,23,13,,4,24.0,1018.0,cv,1.78,0,0
6374,6375,2010,9,23,14,,4,25.0,1017.0,SE,3.13,0,0
6375,6376,2010,9,23,15,,8,25.0,1017.0,SE,7.15,0,0
6376,6377,2010,9,23,16,,7,25.0,1016.0,SE,11.17,0,0
6377,6378,2010,9,23,17,,7,23.0,1016.0,SE,14.3,0,0
6378,6379,2010,9,23,18,,9,21.0,1016.0,SE,17.43,0,0
6379,6380,2010,9,23,19,,10,18.0,1017.0,SE,20.56,0,0
6380,6381,2010,9,23,20,,10,17.0,1017.0,SE,24.58,0,0
6381,6382,2010,9,23,21,,10,16.0,1018.0,SE,26.37,0,0
6382,6383,2010,9,23,22,,11,15.0,1018.0,SE,29.5,0,0
6383,6384,2010,9,23,23,,11,14.0,1018.0,SE,31.29,0,0
6384,6385,2010,9,24,0,,10,13.0,1018.0,NE,0.89,0,0
6385,6386,2010,9,24,1,,10,12.0,1019.0,NW,1.79,0,0
6386,6387,2010,9,24,2,,11,13.0,1019.0,NW,3.58,0,0
6387,6388,2010,9,24,3,,10,12.0,1019.0,NE,0.89,0,0
6388,6389,2010,9,24,4,,10,12.0,1018.0,cv,0.89,0,0
6389,6390,2010,9,24,5,,10,11.0,1018.0,cv,1.78,0,0
6390,6391,2010,9,24,6,,10,12.0,1018.0,cv,2.67,0,0
6391,6392,2010,9,24,7,,11,12.0,1019.0,NE,0.89,0,0
6392,6393,2010,9,24,8,,13,15.0,1019.0,NW,1.79,0,0
6393,6394,2010,9,24,9,,12,17.0,1019.0,NW,3.58,0,0
6394,6395,2010,9,24,10,,12,18.0,1019.0,cv,1.79,0,0
6395,6396,2010,9,24,11,,12,20.0,1018.0,cv,3.58,0,0
6396,6397,2010,9,24,12,,13,21.0,1017.0,SE,1.79,0,0
6397,6398,2010,9,24,13,,12,22.0,1016.0,SE,3.58,0,0
6398,6399,2010,9,24,14,,8,24.0,1015.0,cv,4.92,0,0
6399,6400,2010,9,24,15,,8,25.0,1015.0,SE,4.92,0,0
6400,6401,2010,9,24,16,,10,24.0,1015.0,SE,8.94,0,0
6401,6402,2010,9,24,17,,9,23.0,1015.0,SE,12.96,0,0
6402,6403,2010,9,24,18,,9,21.0,1015.0,SE,16.98,0,0
6403,6404,2010,9,24,19,,9,19.0,1015.0,SE,18.77,0,0
