,AGE,GENDER,DOMAIN,PhD,YEARSEXP,UNIVERSITY,UOC_POSITION,OTHER_POSITION,OTHERSTATUS,USERWIKI,PU1,PU2,PU3,PEU1,PEU2,PEU3,ENJ1,ENJ2,Qu1,Qu2,Qu3,Qu4,Qu5,Vis1,Vis2,Vis3,Im1,Im2,Im3,SA1,SA2,SA3,Use1,Use2,Use3,Use4,Use5,Pf1,Pf2,Pf3,JR1,JR2,BI1,BI2,Inc1,Inc2,Inc3,Inc4,Exp1,Exp2,Exp3,Exp4,Exp5
632,39,1,3,0,3,1,6,2,?,0,4,3,3,5,?,3,4,4,2,3,3,5,3,3,3,1,3,3,2,5,5,5,3,1,1,1,4,1,2,1,4,4,3,3,5,5,5,4,2,3,3,1,1
633,38,1,6,0,8,1,6,2,?,0,3,3,4,5,4,3,5,4,4,4,3,4,4,3,4,2,2,3,3,5,5,5,2,2,4,3,4,4,4,4,4,3,3,3,4,4,4,2,2,4,4,1,3
634,39,1,6,1,12,1,6,1,2,0,3,3,3,3,5,3,3,3,3,3,3,4,2,3,3,1,2,3,1,3,4,3,2,1,2,1,3,3,3,3,2,1,3,3,3,3,3,4,2,2,2,1,1
635,32,1,6,0,4,1,6,1,7,0,3,2,3,4,3,2,3,4,3,4,3,4,3,2,2,1,1,2,2,4,4,4,1,1,1,1,3,1,4,4,2,2,2,2,4,4,4,4,2,2,3,1,2
636,40,1,6,0,3,1,6,2,?,0,2,2,2,5,4,3,3,3,3,3,2,5,2,3,3,1,3,2,3,4,4,4,1,1,1,1,2,4,2,1,4,2,1,1,3,3,3,2,2,1,4,1,1
637,35,1,6,0,10,1,6,2,?,0,3,3,4,4,4,3,4,4,4,4,2,4,3,3,3,3,2,4,3,4,4,4,3,2,2,2,3,4,5,4,3,3,3,3,3,3,3,3,3,2,4,1,3
638,50,1,6,1,1,1,6,2,?,0,4,4,3,4,4,4,3,2,2,3,2,2,3,3,4,2,3,3,4,5,5,5,2,1,3,3,5,1,3,2,4,4,3,3,2,3,4,5,3,5,5,1,2
639,41,1,6,1,10,1,6,1,4,0,2,3,2,4,4,4,4,?,3,3,2,3,2,2,3,1,1,2,1,3,3,3,1,1,1,1,2,1,1,1,1,1,2,2,4,4,4,3,2,3,1,1,1
640,24,1,5,1,?,1,6,1,2,0,4,4,3,5,5,3,4,5,4,4,4,5,3,3,3,1,1,3,2,4,4,5,1,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,3,4,4,1,3
641,45,1,6,1,18,1,6,1,3,0,3,3,3,5,4,3,3,3,3,3,3,4,3,3,3,1,2,3,2,4,4,4,1,1,1,1,3,1,1,2,2,2,2,2,4,3,4,4,2,4,4,1,1
642,39,1,1,0,7,1,6,1,6,0,2,3,3,5,5,2,5,5,3,3,3,4,1,?,?,1,2,3,3,5,5,5,1,1,1,2,2,2,3,4,4,5,2,2,5,5,5,5,2,3,5,1,3
643,41,1,1,1,2,1,6,2,?,1,3,3,4,5,5,4,3,5,3,4,3,3,4,3,4,3,2,2,3,4,4,4,2,2,4,2,3,3,4,3,5,4,4,4,5,3,5,3,4,4,4,4,2
644,41,1,1,0,6,1,6,2,?,0,3,2,3,4,4,4,2,2,2,2,2,3,1,1,2,1,2,4,2,5,5,5,1,1,2,2,2,2,3,1,4,2,2,2,4,3,3,4,1,1,1,1,1
645,42,1,6,0,6,1,6,2,?,0,1,3,3,4,4,1,4,2,4,3,2,4,3,1,5,1,1,2,?,5,5,5,1,1,2,2,5,2,2,2,3,2,2,1,2,5,2,4,2,4,4,1,5
646,31,1,4,0,1,1,6,2,?,0,4,4,3,4,4,4,4,4,3,3,4,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,2,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3
647,43,1,1,1,20,1,6,1,2,0,2,3,3,5,3,4,1,5,2,4,2,5,4,5,2,1,1,2,1,5,5,5,1,2,1,1,2,5,3,5,5,5,1,1,3,1,4,2,2,2,2,1,2
648,32,1,4,0,4,1,6,2,?,0,2,3,2,5,4,2,2,4,2,2,2,4,2,2,3,1,2,3,3,4,4,5,1,1,1,1,2,2,3,1,2,1,2,1,5,5,5,5,?,3,4,1,1
649,52,1,5,0,7,1,6,2,?,0,4,4,4,4,4,3,4,3,3,3,2,4,3,3,3,1,3,4,3,4,3,4,1,2,2,2,3,1,2,1,4,4,3,3,5,5,5,?,2,2,2,1,1
650,33,1,1,0,10,1,6,2,?,1,3,4,4,5,5,4,4,4,4,4,3,5,4,4,5,2,1,3,2,5,5,5,2,1,4,4,4,2,3,3,4,4,4,4,4,3,3,3,3,5,5,3,4
651,45,1,6,1,20,1,6,1,?,0,4,4,4,4,4,3,4,?,4,4,4,2,4,4,3,3,4,3,3,4,4,4,4,2,4,4,4,2,2,3,3,3,4,4,4,3,4,3,4,4,4,3,2
652,54,1,1,1,4,1,6,2,?,0,1,1,2,5,3,5,3,3,2,3,3,1,1,2,4,1,1,3,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,4,1,1,3,1,1
653,38,1,6,0,7,1,6,1,7,0,4,3,3,1,1,2,2,2,3,3,4,4,3,3,3,4,4,4,4,3,2,2,5,4,4,4,4,4,4,3,3,3,4,4,1,2,2,2,3,3,2,5,4
654,40,1,5,1,17,1,6,1,2,0,2,2,2,3,3,3,2,3,2,3,2,5,3,3,3,1,1,4,1,4,4,4,1,1,1,1,2,3,3,4,4,4,2,2,4,2,4,3,2,2,3,2,2
655,37,1,6,1,6,1,6,1,7,0,3,3,4,4,4,3,4,4,3,3,3,4,3,3,4,2,2,2,2,4,5,5,3,3,3,2,3,1,4,3,2,3,3,4,3,5,5,5,4,5,5,1,2
656,39,1,6,0,10,1,6,2,?,1,3,3,5,2,2,3,4,3,3,4,2,3,4,4,4,4,3,4,4,4,4,5,4,2,3,3,3,1,3,3,2,2,5,5,5,3,5,4,5,5,5,2,4
657,42,1,6,1,19,1,6,1,2,0,3,2,3,5,5,3,4,4,2,2,4,3,3,2,2,1,3,2,4,3,2,3,3,1,1,1,3,1,1,1,2,3,2,2,2,2,2,2,2,3,3,1,2
658,36,1,6,1,12,1,6,1,4,0,2,2,2,5,4,4,4,4,3,4,3,5,3,2,2,1,2,3,3,5,5,5,1,1,1,1,3,2,1,3,2,2,2,2,4,2,4,4,1,1,4,1,2
659,39,1,6,1,12,1,6,1,6,0,2,3,3,4,3,?,4,4,2,4,3,4,2,3,?,1,2,4,3,5,5,5,1,1,1,1,4,1,2,2,5,4,3,3,5,4,3,3,2,3,4,1,1
660,34,1,2,0,5,1,6,2,?,0,3,3,3,4,4,3,4,4,4,4,4,3,4,3,3,1,3,4,3,5,5,4,1,1,2,2,3,1,1,2,4,3,2,2,4,3,3,4,1,3,3,1,1
661,42,1,1,0,14,1,6,2,?,0,4,4,5,5,4,3,5,4,4,4,4,2,4,?,?,1,3,4,?,4,5,5,3,1,?,?,3,2,4,?,4,?,3,3,5,5,4,5,4,4,4,1,1
662,48,1,5,0,6,1,6,2,?,0,3,2,3,5,5,2,3,3,4,4,3,3,2,3,2,2,2,2,3,4,4,5,3,3,2,2,4,2,2,1,3,4,3,3,5,2,2,2,4,4,4,1,2
663,42,1,5,0,3,1,6,2,?,0,4,4,4,5,5,3,4,5,3,4,3,5,4,4,3,2,2,5,2,5,5,5,1,1,2,2,3,2,4,1,5,5,4,3,5,3,4,5,1,4,5,1,1
664,36,1,1,0,4,1,6,2,?,0,3,3,3,3,3,3,3,3,?,?,?,?,?,?,?,1,2,4,2,4,5,5,1,1,1,1,2,3,4,2,4,3,1,1,3,3,3,3,1,1,1,1,1
665,52,1,1,0,2,1,6,?,?,0,2,2,2,3,4,4,3,3,2,2,2,5,2,3,3,?,2,4,4,4,5,5,1,1,2,2,3,5,5,5,5,5,2,3,4,4,4,4,2,3,3,3,5
666,28,1,4,0,1,1,6,2,?,0,3,3,3,5,4,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,4,4,3,3,2,4,4,3,5,2,5,5,3,3,4,3,3,4,3,3,3,3,2
667,56,1,6,0,8,1,6,1,7,0,3,4,4,5,5,3,4,4,3,4,4,2,3,2,3,2,2,4,2,3,4,4,2,3,3,3,3,2,2,2,4,4,4,4,5,5,5,5,?,2,4,1,2
668,37,1,3,0,8,1,6,2,?,0,3,3,3,4,3,2,3,3,3,3,3,5,3,3,3,2,2,3,2,4,4,4,2,2,3,2,2,2,4,2,4,4,3,3,3,3,3,3,3,3,2,2,3
669,39,1,5,0,?,1,6,2,?,1,4,2,2,5,4,3,3,4,3,3,2,5,2,3,3,1,1,4,2,4,5,5,1,1,3,2,4,2,3,3,4,?,2,2,5,5,5,5,1,3,4,1,2
670,45,1,6,0,15,1,6,1,7,0,2,1,2,4,4,4,3,3,3,3,4,3,1,2,2,2,2,2,2,4,4,4,2,1,2,2,3,2,3,2,4,4,3,3,5,5,5,5,2,3,2,1,1
671,31,1,5,0,4,1,6,2,?,0,3,4,5,5,5,2,4,4,3,4,3,3,2,1,2,1,2,3,4,5,5,5,2,1,4,5,2,2,5,4,4,2,3,3,?,?,?,?,5,5,5,1,1
672,36,1,6,0,10,1,6,1,6,0,2,2,2,5,5,2,2,3,4,4,2,4,4,?,?,1,2,2,2,4,3,3,1,1,1,1,2,1,3,3,4,?,1,1,5,4,5,5,1,3,4,1,1
673,55,1,1,0,15,1,6,2,?,0,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,2,3,3,4,4,4,3,3,3,3,4,1,2,2,4,4,3,4,4,3,4,3,3,4,4,2,5
674,45,1,1,0,3,1,6,2,?,0,2,2,2,5,5,5,5,5,2,2,5,2,2,2,5,2,2,4,3,5,5,5,2,?,2,2,2,4,5,1,5,3,2,2,5,5,5,5,2,2,2,2,4
675,48,1,6,1,23,1,6,1,2,0,2,3,2,5,4,3,1,3,4,4,4,5,2,1,3,1,1,5,1,4,4,5,1,1,1,1,1,1,1,1,2,2,3,1,2,5,5,5,1,3,4,1,1
676,38,1,6,1,12,1,6,1,4,0,4,4,3,4,2,4,2,4,2,4,2,2,2,4,4,2,2,4,2,5,4,5,1,1,2,2,4,2,3,2,3,4,4,3,4,5,4,4,2,4,4,1,2
677,32,1,1,0,6,1,6,1,4,0,4,4,5,5,5,?,3,4,4,4,4,2,3,4,3,3,1,1,?,4,4,4,3,3,4,3,4,2,4,4,2,2,3,5,5,4,5,4,4,4,5,1,5
678,30,1,1,1,4,1,6,2,?,0,3,3,4,5,2,4,4,4,3,3,3,4,3,3,3,1,1,2,5,5,5,5,3,1,1,1,3,1,3,1,5,3,5,5,5,5,5,5,3,5,5,1,1
679,28,1,1,0,2,1,6,2,?,0,3,3,3,4,4,5,4,4,3,4,3,3,3,3,3,1,1,3,2,3,3,3,2,1,1,2,1,3,1,1,?,?,?,?,?,?,?,?,3,4,4,2,1
680,33,1,6,0,6,1,6,2,?,1,3,4,3,4,4,4,4,4,3,3,2,5,3,3,5,4,4,4,4,4,4,4,3,2,3,3,4,4,3,3,3,3,3,3,4,4,4,4,3,5,4,3,2
681,39,1,6,0,1,1,6,2,?,1,5,5,5,4,4,4,3,3,4,5,4,3,4,4,5,4,5,5,4,5,4,5,2,3,4,4,5,4,5,4,4,4,4,4,4,4,3,3,3,4,4,3,4
682,32,1,1,0,6,1,6,2,?,0,2,3,5,5,3,3,4,4,2,3,2,2,2,2,3,1,1,1,1,4,4,4,2,2,2,2,5,2,2,1,3,3,2,3,5,2,2,5,4,5,5,1,2
683,50,1,1,1,27,1,6,1,2,0,2,2,3,5,4,3,4,4,4,4,3,4,3,2,4,1,2,2,2,5,5,4,2,1,1,1,2,1,4,1,4,3,2,2,5,5,5,5,?,2,4,1,1
684,38,1,3,0,7,1,6,2,?,0,4,4,4,4,4,3,3,5,3,4,4,3,3,4,5,2,3,2,3,4,5,4,1,4,3,3,4,4,4,3,5,4,4,5,4,2,5,3,3,4,2,1,4
685,42,1,4,1,20,1,6,1,2,0,2,2,3,4,4,3,3,3,2,3,2,3,2,2,3,2,1,3,2,4,3,4,2,1,2,2,3,1,3,2,3,2,2,2,3,3,3,3,2,3,2,1,1
686,50,1,1,1,11,1,6,2,?,0,1,2,2,5,5,?,4,4,2,2,2,2,1,?,?,1,1,?,?,5,5,4,1,1,1,1,1,1,4,4,3,3,2,?,5,5,5,5,2,2,?,1,2
687,36,1,6,0,3,1,6,2,?,1,4,3,4,5,5,5,5,5,4,4,4,3,4,5,5,3,4,5,4,5,5,5,4,2,4,4,4,4,4,2,5,4,5,5,4,4,3,3,4,5,5,4,1
688,42,1,5,1,15,1,6,1,6,0,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
689,35,1,6,0,4,1,6,1,7,0,5,5,4,5,4,2,4,4,4,3,3,5,3,?,?,2,3,3,4,4,3,5,2,2,3,3,5,?,3,2,4,4,4,4,4,5,5,3,5,5,5,1,2
690,42,1,6,1,4,1,6,2,?,0,2,2,3,4,4,3,3,2,3,4,3,3,3,3,3,1,1,2,3,5,5,5,1,1,1,2,?,1,3,1,5,3,3,2,5,5,5,5,3,3,4,1,4
691,33,1,6,0,4,1,6,2,?,0,3,2,3,5,5,4,4,4,3,3,3,2,2,2,3,1,2,3,2,4,4,5,1,1,1,1,3,4,4,2,4,4,2,2,4,2,2,4,2,4,4,2,1
692,31,1,5,0,4,1,6,1,6,0,2,3,2,3,3,3,4,4,2,3,2,5,1,3,3,1,1,2,2,4,4,4,1,2,2,2,2,2,3,3,5,5,4,3,3,5,5,3,2,2,4,2,2
693,38,1,1,0,1,1,6,2,?,0,4,2,3,3,4,3,5,5,3,5,2,3,3,?,?,2,2,4,4,5,5,5,2,1,2,3,5,1,1,2,4,4,3,3,5,5,5,5,4,5,5,1,5
694,41,1,1,1,18,1,6,1,2,0,2,3,3,5,1,?,4,3,1,2,1,1,?,3,?,1,2,4,?,4,5,5,2,2,2,2,3,3,3,2,?,?,?,?,?,?,?,?,1,2,2,3,1
695,31,1,3,0,7,1,6,1,7,0,3,4,3,4,4,2,4,4,3,3,2,2,?,2,3,1,2,2,2,4,4,3,1,1,2,2,2,1,1,1,3,3,2,2,2,2,2,2,1,2,3,1,1
696,32,1,5,1,8,1,6,1,5,0,3,2,3,4,4,3,5,4,3,3,3,4,3,2,3,1,2,3,3,4,4,3,1,1,1,2,2,1,3,1,3,2,1,1,4,3,4,3,3,4,4,1,1
697,46,1,1,0,5,1,6,2,?,0,1,2,2,5,5,3,1,5,3,3,1,5,3,2,3,1,2,2,1,5,5,5,1,1,1,1,3,1,3,1,1,1,3,3,1,1,2,1,1,3,3,1,1
698,41,1,6,1,14,1,6,1,7,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
699,31,1,1,0,4,1,6,2,?,1,2,2,3,4,4,3,3,4,3,4,3,5,3,3,3,2,3,4,3,3,3,3,1,1,2,2,3,1,2,1,2,1,1,1,3,3,3,3,2,2,4,2,1
700,35,1,5,1,8,1,6,1,4,0,3,2,3,5,3,2,4,4,3,3,3,3,4,3,1,1,2,2,2,4,4,5,2,1,1,3,2,3,2,3,1,3,2,3,5,2,2,5,4,4,4,1,5
701,44,1,5,1,20,1,6,1,3,0,4,2,3,5,5,4,5,5,2,3,3,2,2,2,2,1,2,1,2,2,3,5,2,2,2,1,1,3,2,2,2,1,2,2,3,3,3,3,2,3,2,2,2
702,39,1,5,0,16,1,6,2,?,0,2,3,2,4,4,?,5,5,3,3,2,5,1,2,2,1,1,2,1,5,4,5,1,1,1,1,2,1,1,1,3,2,3,3,4,3,5,5,1,2,2,1,1
703,32,1,6,0,7,1,6,2,?,0,2,3,4,5,5,3,5,4,5,5,5,2,5,3,3,1,1,1,3,5,5,4,3,1,3,2,3,1,3,2,1,1,2,2,5,5,4,5,4,5,5,1,1
704,52,1,1,0,9,1,6,2,?,0,3,5,5,5,5,4,5,5,4,?,3,3,2,4,4,5,2,2,3,5,5,5,3,3,5,5,5,4,5,4,4,4,4,4,5,5,4,5,5,5,5,2,4
705,48,1,6,0,5,1,6,2,?,0,3,3,3,5,5,5,4,5,4,4,3,3,3,2,3,2,2,2,2,3,4,5,3,2,1,1,4,1,2,1,5,5,3,3,4,4,4,4,3,3,3,1,5
706,31,1,3,1,4,1,6,2,?,0,3,2,3,4,4,3,3,4,3,4,3,4,3,3,3,1,2,4,3,4,4,4,1,1,1,1,3,1,1,1,3,4,3,2,4,3,5,3,1,1,1,1,1
707,34,1,1,1,6,1,6,2,?,0,3,2,5,4,5,5,5,5,3,4,3,4,3,3,3,1,2,2,2,5,5,5,3,2,1,1,3,2,3,2,2,2,3,3,5,4,4,4,4,4,4,2,1
708,46,1,1,0,4,1,6,2,?,1,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,3,3,2,3,4,4,4,4,3,3,4,3,4,3,4,3,4
709,39,1,6,1,14,1,6,1,2,0,2,2,2,5,5,4,4,4,2,4,2,5,2,4,4,2,2,2,2,4,2,5,2,2,2,2,2,2,4,4,3,1,2,3,4,4,4,5,2,4,4,2,2
710,30,1,3,0,3,1,6,1,7,1,4,3,4,5,5,4,5,4,4,4,4,2,4,?,4,3,3,5,4,4,4,5,4,4,5,4,4,2,4,3,4,?,4,4,5,4,?,5,4,4,4,3,4
711,36,1,6,1,13,1,6,1,7,0,3,3,4,5,4,?,3,4,4,4,3,?,?,?,?,1,3,4,2,5,5,5,3,1,3,3,2,2,1,1,3,3,3,3,5,4,4,4,4,5,5,1,1
712,45,1,3,1,4,1,6,2,?,0,3,3,3,4,2,2,4,4,3,2,2,3,2,3,3,3,3,3,3,4,4,4,3,3,3,3,4,3,2,3,3,3,3,3,5,5,5,5,4,4,4,3,3
713,33,1,6,0,1,1,6,2,?,0,4,3,4,4,4,3,3,4,4,4,3,5,3,4,3,4,4,4,2,5,5,5,3,1,4,4,3,3,5,3,5,5,4,4,4,4,4,4,4,4,5,1,5
714,44,1,6,0,5,1,6,1,6,0,2,2,2,5,5,4,4,5,3,3,3,4,2,3,3,2,2,4,3,5,5,5,2,2,3,3,3,2,5,4,3,3,3,?,5,5,5,5,3,3,4,2,3
715,40,1,6,0,4,1,6,1,7,0,4,3,3,5,5,5,4,4,4,4,4,3,4,4,3,4,3,5,5,5,5,5,4,3,2,2,4,2,4,5,5,5,4,5,5,3,5,4,4,5,5,1,1
716,43,1,1,0,5,1,6,2,?,1,?,?,2,5,4,?,1,?,2,2,2,4,?,?,?,1,?,4,?,4,4,4,1,1,1,?,1,1,2,2,4,4,1,1,?,?,?,4,2,2,2,1,4
717,31,1,6,1,5,1,6,1,7,0,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,2,3,4,4,5,5,5,2,4,3,3,3,2,2,3,3,3,3,3,5,5,5,4,3,3,4,1,4
718,33,1,1,1,4,1,6,1,7,0,2,4,5,5,5,3,5,5,4,3,4,2,3,3,4,1,2,4,2,4,4,4,1,4,3,2,4,3,2,3,4,4,3,4,4,3,3,3,3,4,5,2,4
719,38,1,1,0,4,1,6,2,?,0,4,4,4,3,4,3,4,4,5,5,5,2,4,4,4,2,3,3,4,3,2,2,1,1,1,2,5,1,1,4,2,2,5,4,5,1,1,2,2,2,4,2,1
720,43,1,5,1,17,1,6,1,2,0,3,3,3,4,3,?,3,4,3,3,3,3,?,?,?,1,?,?,?,?,4,4,1,1,2,2,?,1,1,1,?,?,?,?,?,?,?,?,2,4,4,1,?
721,31,1,2,0,3,1,6,2,?,0,2,2,3,5,4,3,4,4,3,3,2,5,3,3,3,4,3,4,3,4,5,4,1,1,3,3,3,1,3,1,5,4,3,3,4,3,3,3,2,3,2,1,1
722,41,1,5,1,15,1,6,1,2,0,2,2,2,4,2,2,3,2,2,2,2,5,3,2,3,1,2,4,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,3,2,2,2,2,2
723,54,1,5,0,20,1,6,1,2,0,2,3,3,4,4,2,3,3,3,3,2,4,3,2,2,1,1,4,3,5,5,4,2,1,2,2,2,2,2,2,5,4,3,3,5,5,5,5,3,4,4,1,1
724,38,1,6,1,11,1,6,2,?,0,2,2,2,5,3,2,2,5,2,2,2,5,2,2,2,1,1,1,1,3,2,2,1,1,1,1,2,2,2,1,?,?,2,2,2,3,3,3,2,4,4,1,1
725,52,1,1,0,5,1,6,1,5,1,3,3,4,5,5,1,3,3,3,3,3,3,3,3,1,1,3,4,4,5,4,5,1,1,3,3,4,1,2,1,3,4,2,1,3,3,4,4,2,4,5,1,3
726,33,1,6,0,4,1,6,2,?,0,2,2,2,3,3,3,3,3,3,3,2,4,3,2,2,1,2,3,3,4,5,5,1,1,2,2,3,3,4,5,1,2,3,3,3,3,3,3,3,3,2,2,3
727,35,1,6,0,1,1,6,1,6,0,3,3,3,5,?,3,5,5,3,2,?,4,3,3,3,1,3,4,3,4,3,5,1,1,2,3,2,5,5,3,3,3,3,3,3,3,3,3,2,4,5,1,2
728,40,1,5,0,5,1,6,2,?,0,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,2,3,2,5,5,5,?,4,3,2,?,4,4,2,5,?,3,3,3,3,3,3,4,4,4,4,4
729,48,1,1,0,4,1,6,2,?,0,3,3,3,4,4,?,3,4,3,4,3,4,3,3,?,2,2,4,?,4,5,5,1,1,3,3,3,1,3,3,4,?,?,?,5,4,5,4,3,3,2,1,2
730,39,1,3,0,4,1,6,2,?,0,3,3,3,5,5,3,3,4,1,4,3,3,3,2,3,3,3,3,3,3,3,3,1,1,3,3,3,1,3,1,5,5,1,3,5,5,5,5,2,2,2,1,4
731,49,1,1,0,3,1,6,2,?,0,4,4,5,5,5,2,5,3,4,4,4,2,3,3,3,3,3,4,3,4,5,5,1,1,3,1,4,1,3,2,3,3,3,3,4,2,2,3,3,2,3,1,5
732,33,1,6,1,7,1,6,1,7,0,3,2,2,5,4,4,5,2,2,2,1,5,3,2,1,1,2,2,1,4,4,4,1,1,2,1,2,4,4,3,1,1,1,1,3,1,2,4,2,2,1,1,3
733,35,1,6,0,4,1,6,2,?,0,3,3,2,5,4,2,4,4,5,5,4,3,3,2,2,1,2,2,2,3,4,4,1,1,1,1,3,5,3,1,5,4,2,2,5,5,5,5,2,4,4,1,1
734,44,1,1,0,4,1,6,2,?,0,5,5,5,5,5,3,5,5,4,4,3,3,3,3,3,3,4,4,3,4,4,5,3,1,3,3,4,3,3,3,5,3,3,3,3,3,5,3,5,5,5,1,3
735,45,1,1,0,20,1,6,1,6,0,3,3,3,5,5,3,4,5,5,5,5,?,5,3,3,3,3,5,3,5,5,5,1,1,4,5,5,5,3,1,5,3,4,3,5,5,5,5,3,5,5,1,5
736,43,1,1,0,0,1,6,2,?,0,2,2,3,3,?,2,2,2,3,3,3,4,3,2,3,3,2,2,3,3,2,2,1,3,2,3,2,2,3,4,4,3,3,4,3,3,3,4,3,3,3,3,4
737,35,1,1,0,3,1,6,2,?,1,2,?,4,4,4,3,4,3,4,4,3,3,4,4,4,4,3,3,2,4,4,4,4,1,4,3,4,5,5,1,4,4,3,4,4,3,?,4,4,4,4,5,1
738,29,1,6,0,1,1,6,2,?,0,5,1,5,5,5,5,3,3,4,5,4,4,5,1,3,3,3,4,3,5,5,5,5,4,5,5,5,3,5,5,4,4,5,5,5,5,5,5,5,5,5,1,2
739,35,1,6,0,4,1,6,1,6,0,4,4,4,5,?,4,4,4,4,4,4,3,4,2,3,3,4,4,5,5,4,5,2,2,4,4,4,4,5,3,5,5,4,4,5,5,5,5,4,4,5,2,3
740,41,1,4,0,3,1,6,2,?,1,5,3,5,5,5,5,3,5,3,3,2,4,4,3,3,4,4,4,1,5,5,5,4,3,4,3,3,5,5,5,5,5,3,4,5,5,2,2,4,4,4,3,5
741,48,1,1,1,21,1,6,2,?,0,2,2,2,3,3,4,4,4,2,2,3,4,3,3,3,1,1,3,2,5,5,5,1,1,3,2,2,5,5,5,5,4,3,3,3,4,3,4,3,3,2,1,4
742,35,1,6,0,2,1,6,2,?,0,4,4,4,5,4,4,4,5,3,4,2,4,2,4,4,2,2,2,2,4,5,5,1,1,2,2,4,3,2,2,5,5,3,3,5,5,2,5,2,2,4,1,5
743,48,1,1,1,3,1,6,2,?,0,3,3,4,3,3,1,2,2,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,4,3,2,3,1,1,1,4,?,3,3,?,3,4,3,3,4,4,1,2
744,37,1,1,0,6,1,6,1,6,0,3,3,3,5,5,?,4,4,4,4,4,2,3,?,?,2,3,?,?,5,5,4,2,1,3,?,5,1,2,1,4,?,3,3,4,4,3,3,4,4,4,1,4
745,33,1,6,0,6,1,6,1,7,1,3,4,4,5,5,5,3,5,2,3,2,3,1,3,4,1,2,4,4,5,5,5,2,1,3,5,3,2,2,4,3,4,3,2,4,4,2,5,2,4,5,3,3
746,36,1,5,0,11,1,6,1,6,0,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,1,3,4,3,3,3,3,1,1,1,1,3,1,2,2,3,2,2,2,3,3,4,4,1,1,1,1,1
747,40,1,5,0,10,1,6,2,?,0,4,4,4,5,5,3,5,4,3,3,3,3,2,4,4,4,4,4,4,5,5,5,3,3,4,4,5,4,4,4,5,4,4,5,4,4,5,4,4,4,4,3,5
748,31,1,3,1,7,1,6,2,?,0,3,4,4,5,5,?,5,5,4,4,5,3,4,?,?,2,3,4,3,4,4,5,3,1,3,4,3,1,4,2,4,4,4,3,3,3,4,5,3,5,5,1,1
749,53,1,6,0,3,1,6,2,?,0,3,3,3,4,4,4,4,4,2,3,2,3,3,3,3,2,2,3,2,4,4,4,1,1,2,2,3,3,2,2,4,4,3,3,4,4,3,3,2,2,3,1,2
750,31,1,3,1,6,1,6,2,?,0,1,1,3,5,4,3,1,2,3,3,2,3,3,3,3,1,1,2,2,2,5,5,1,2,2,2,1,1,4,3,5,4,2,2,3,2,3,5,3,3,3,2,3
751,38,1,1,0,15,1,6,1,7,0,3,3,2,5,5,4,4,4,4,4,4,3,2,3,4,1,2,4,2,4,4,4,?,?,1,1,2,1,1,1,3,4,2,3,4,4,2,2,2,?,?,?,4
752,33,1,2,1,10,1,6,2,?,0,5,5,4,5,5,5,5,5,3,3,3,3,2,2,3,1,1,4,2,4,5,5,1,1,1,1,2,3,3,2,5,5,4,4,3,2,2,4,3,3,3,2,4
753,31,1,5,1,5,1,6,1,5,0,3,3,3,3,3,3,4,4,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,2,3,1,1,3,3,3,?,3,3,?,1,?,3,3,3,1
754,33,1,3,1,8,1,6,1,5,0,2,3,3,5,4,3,3,5,4,4,4,5,4,3,4,3,3,4,3,4,3,5,2,1,2,2,4,2,4,2,4,3,3,3,4,3,3,5,3,4,4,1,3
755,45,1,2,0,3,1,6,2,?,0,4,4,4,4,4,3,4,4,4,4,4,2,4,4,3,1,3,3,4,4,4,4,?,?,3,1,4,1,2,1,?,?,?,?,?,?,?,?,?,?,?,?,?
756,34,1,6,1,6,1,6,2,?,0,2,4,3,4,5,3,5,3,4,5,4,3,5,3,2,2,1,2,?,5,5,4,2,2,3,3,3,3,4,3,5,?,3,?,5,?,?,?,5,5,5,1,4
757,31,1,6,0,7,1,6,1,6,0,5,4,4,5,5,4,5,4,4,4,3,2,3,3,3,1,1,2,2,4,4,5,2,2,4,2,4,4,4,4,4,4,3,4,5,3,4,5,4,3,5,1,2
758,33,1,1,0,2,1,6,2,?,0,2,2,2,5,5,?,3,2,3,3,2,4,2,2,?,1,3,2,2,3,2,2,2,1,2,2,4,2,3,1,4,4,2,2,4,3,5,5,4,3,5,1,3
